日期,时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2017-12-07,10:00,化学制药,3516.04,-0.53%,5.63,6.23,-0.60,89,金达威,2.31%,19.90
2017-12-07,10:00,银行,1096.27,-0.05%,5.58,6.97,-1.38,50,张家港行,2.99%,11.72
2017-12-07,10:00,保险及其他,2914.95,-0.59%,5.27,8.50,-3.23,25,新力金融,3.22%,12.17
2017-12-07,10:00,建筑材料,3832.11,-0.38%,5.22,6.45,-1.23,71,扬子新材,3.02%,7.51
2017-12-07,10:00,证券,1287.47,-0.49%,5.16,7.46,-2.30,35,太平洋,1.90%,3.76
2017-12-07,10:00,生物制品,5417.08,0.08%,4.18,3.91,0.27,49,药石科技,2.50%,76.94
2017-12-07,10:00,通用设备,3413.96,-0.30%,4.01,4.73,-0.71,150,合力科技,10.01%,27.26
2017-12-07,10:00,服装家纺,2693.02,-0.32%,3.33,1.33,2.00,52,际华集团,5.01%,7.33
2017-12-07,10:00,电子制造,4962.54,-0.35%,3.22,4.18,-0.96,47,深华发A,10.04%,15.46
2017-12-07,10:00,基础化学,2421.99,-0.32%,3.06,3.76,-0.70,45,天原集团,2.31%,8.43
2017-12-07,10:00,计算机设备,2586.13,-0.25%,3.03,4.33,-1.30,47,飞天诚信,2.37%,16.01
2017-12-07,10:00,汽车零部件,3008.93,-0.30%,2.95,3.37,-0.41,104,蓝黛传动,3.61%,9.18
2017-12-07,10:00,白色家电,3507.54,-0.20%,2.95,3.29,-0.33,48,东方电热,2.73%,3.01
2017-12-07,10:00,化工合成材料,3247.97,-0.45%,2.91,3.74,-0.83,76,永东股份,4.49%,20.73
2017-12-07,10:00,机场航运,2107.08,0.86%,2.89,1.80,1.09,11,东方航空,3.22%,7.69
2017-12-07,10:00,环保工程,4684.8,-0.18%,2.71,2.76,-0.04,38,聚光科技,1.54%,32.30
2017-12-07,10:00,煤炭开采,1344.58,-0.91%,2.71,4.00,-1.29,33,中煤能源,0.17%,5.85
2017-12-07,10:00,通信服务,2633.15,-0.24%,2.61,3.15,-0.54,43,掌阅科技,2.64%,44.34
2017-12-07,10:00,其他电子,4166.24,-0.56%,2.54,3.29,-0.75,46,天华超净,2.44%,7.14
2017-12-07,10:00,零售,1528.19,-0.23%,2.53,3.11,-0.59,74,新华都,1.70%,9.55
2017-12-07,10:00,非汽车交运,3106,-0.10%,2.30,1.72,0.58,21,内蒙一机,3.49%,12.15
2017-12-07,10:00,电力,1050.33,0.23%,2.20,1.84,0.36,69,三峡水利,4.63%,8.58
2017-12-07,10:00,医药商业,4791.68,0.25%,2.05,1.29,0.77,22,海虹控股,6.94%,32.83
2017-12-07,10:00,物流,4811.53,-0.41%,1.78,1.98,-0.20,32,中储股份,1.29%,11.01
2017-12-07,10:00,食品加工制造,3300.71,-0.26%,1.78,2.73,-0.94,50,双塔食品,7.29%,5.59
2017-12-07,10:00,汽车整车,1546.21,-0.27%,1.65,2.14,-0.50,25,海马汽车,2.02%,4.54
2017-12-07,10:00,医疗器械服务,7289.53,-0.25%,1.45,1.98,-0.53,55,爱尔眼科,1.37%,28.17
2017-12-07,10:00,化工新材料,4000.15,0.41%,1.36,1.41,-0.05,15,北化股份,2.64%,12.82
2017-12-07,10:00,综合,1917.74,-0.16%,1.35,1.31,0.04,28,江泉实业,3.77%,9.90
2017-12-07,10:00,燃气水务,1548.31,-0.71%,1.32,2.04,-0.71,36,钱江水利,6.18%,12.55
2017-12-07,10:00,中药,2870.29,-0.50%,1.32,2.08,-0.76,68,汉森制药,1.18%,17.20
2017-12-07,10:00,养殖业,2730.06,-0.57%,1.28,1.40,-0.11,23,圣农发展,2.50%,14.37
2017-12-07,10:00,石油矿业开采,1755.11,0.01%,1.09,1.40,-0.31,13,西藏珠峰,4.35%,42.19
2017-12-07,10:00,农产品加工,2703.18,-0.36%,1.08,1.22,-0.14,37,金新农,1.42%,10.72
2017-12-07,10:00,家用轻工,3749.75,-0.34%,0.93,1.21,-0.28,69,乐歌股份,10.01%,33.86
2017-12-07,10:00,纺织制造,1962.82,-0.21%,0.92,0.85,0.07,42,*ST中绒,1.92%,3.71
2017-12-07,10:00,视听器材,2560.33,-0.13%,0.92,1.26,-0.35,13,同洲电子,1.59%,5.75
2017-12-07,10:00,贸易,2716.73,-0.26%,0.77,1.13,-0.36,32,远大控股,4.89%,13.29
2017-12-07,10:00,景点及旅游,2452.26,-0.02%,0.76,0.76,-0.00,23,丽江旅游,1.90%,9.10
2017-12-07,10:00,包装印刷,2613.26,-0.15%,0.71,0.65,0.06,35,*ST中富,2.96%,4.18
2017-12-07,10:00,仪器仪表,2853.48,0.22%,0.67,0.66,0.01,28,天和防务,7.72%,19.68
2017-12-07,10:00,造纸,1715.13,-0.57%,0.67,0.76,-0.09,21,冠豪高新,0.64%,4.70
2017-12-07,10:00,公路铁路运输,949.905,-0.07%,0.59,0.48,0.11,24,广深铁路,0.80%,5.06
2017-12-07,10:00,港口航运,878.47,-0.56%,0.51,1.00,-0.48,28,深赤湾A,0.00%,0.00
2017-12-07,10:00,种植业与林业,2400.75,-0.20%,0.48,0.61,-0.13,20,福建金森,1.39%,20.50
2017-12-07,10:00,采掘服务,1139.93,-0.75%,0.40,0.64,-0.23,15,通源石油,0.54%,5.60
2017-12-07,10:00,园区开发,1875.43,-0.20%,0.27,0.24,0.02,10,上海临港,0.77%,22.21
2017-12-07,10:00,农业服务,7381.12,0.26%,0.24,0.16,0.08,9,普莱柯,1.98%,23.24
2017-12-07,10:00,交运设备服务,1167.69,-0.30%,0.23,0.34,-0.12,11,申华控股,0.36%,2.75
2017-12-07,10:00,酒店及餐饮,1208.33,-0.89%,0.20,0.25,-0.05,10,*ST云网,0.44%,4.52
2017-12-07,10:00,公交,1215.57,-0.28%,0.04,0.07,-0.04,8,海汽集团,0.49%,12.35
2017-12-07,10:05,半导体及元件,3739.06,-0.28%,24.87,32.33,-7.47,71,盈方微,6.36%,7.02
2017-12-07,10:05,光学光电子,3143.46,0.21%,18.81,20.44,-1.63,59,聚灿光电,4.04%,27.80
2017-12-07,10:05,房地产开发,2188.56,0.48%,18.74,13.47,5.27,129,华丽家族,6.96%,6.45
2017-12-07,10:05,计算机应用,7323.71,-0.19%,13.93,17.94,-4.01,157,科创信息,9.97%,14.56
2017-12-07,10:05,通信设备,3343.59,-0.36%,13.15,18.64,-5.49,87,波导股份,4.36%,6.22
2017-12-07,10:05,化学制品,3413.19,-0.20%,11.28,12.75,-1.47,187,中欣氟材,10.01%,11.21
2017-12-07,10:05,有色冶炼加工,1874.69,0.08%,10.69,10.38,0.30,79,荣华实业,3.63%,6.00
2017-12-07,10:05,国防军工,1356.37,0.95%,9.66,5.58,4.08,40,北方导航,3.67%,12.98
2017-12-07,10:05,新材料,4263.86,0.81%,8.78,8.06,0.72,34,江粉磁材,9.97%,10.70
2017-12-07,10:05,专用设备,3463.04,-0.15%,8.42,8.67,-0.25,142,英维克,6.23%,23.54
2017-12-07,10:05,电气设备,3320.05,-0.25%,7.68,8.83,-1.14,190,北京科锐,5.95%,9.79
2017-12-07,10:05,建筑装饰,3783.97,-0.21%,7.29,6.32,0.97,119,永福股份,4.52%,24.28
2017-12-07,10:05,饮料制造,1956.04,-0.12%,7.18,9.13,-1.95,40,香飘飘,4.68%,31.30
2017-12-07,10:05,传媒,2806.25,0.04%,6.90,6.65,0.25,102,深大通,10.02%,22.72
2017-12-07,10:05,银行,1096.61,-0.02%,6.34,8.28,-1.94,50,张家港行,2.29%,11.64
2017-12-07,10:05,钢铁,1450.56,-0.36%,6.28,6.34,-0.06,32,抚顺特钢,1.53%,5.98
2017-12-07,10:05,化学制药,3519.11,-0.44%,6.28,6.88,-0.60,89,德展健康,2.91%,8.49
2017-12-07,10:05,保险及其他,2911.39,-0.71%,6.03,9.76,-3.73,25,新力金融,3.48%,12.20
2017-12-07,10:05,证券,1287.61,-0.48%,5.88,8.95,-3.08,35,太平洋,2.17%,3.77
2017-12-07,10:05,建筑材料,3834.58,-0.31%,5.85,7.17,-1.32,71,扬子新材,3.02%,7.51
2017-12-07,10:05,生物制品,5418.96,0.12%,5.02,4.40,0.62,49,药石科技,4.72%,78.60
2017-12-07,10:05,通用设备,3416.31,-0.23%,4.79,5.31,-0.52,150,合力科技,10.01%,27.26
2017-12-07,10:05,服装家纺,2693.89,-0.28%,3.68,1.96,1.72,52,际华集团,4.86%,7.33
2017-12-07,10:05,电子制造,4966.54,-0.27%,3.68,4.75,-1.07,47,深华发A,10.04%,15.46
2017-12-07,10:05,基础化学,2425.12,-0.19%,3.64,4.26,-0.61,45,天原集团,2.19%,8.42
2017-12-07,10:05,计算机设备,2588.74,-0.15%,3.53,4.92,-1.39,47,海兰信,2.25%,18.14
2017-12-07,10:05,环保工程,4691.2,-0.05%,3.53,3.27,0.25,38,聚光科技,2.17%,32.50
2017-12-07,10:05,化工合成材料,3252.41,-0.32%,3.41,4.18,-0.76,76,永东股份,4.84%,20.80
2017-12-07,10:05,非汽车交运,3110.13,0.04%,3.38,2.28,1.11,21,内蒙一机,3.92%,12.20
2017-12-07,10:05,机场航运,2107.95,0.90%,3.26,2.14,1.12,11,东方航空,2.82%,7.66
2017-12-07,10:05,白色家电,3509.55,-0.14%,3.25,3.91,-0.66,48,东方电热,2.05%,2.99
2017-12-07,10:05,汽车零部件,3010.33,-0.25%,3.25,3.80,-0.55,104,蓝黛传动,4.18%,9.23
2017-12-07,10:05,其他电子,4177.07,-0.30%,2.99,3.68,-0.68,46,天华超净,2.73%,7.16
2017-12-07,10:05,通信服务,2634.62,-0.18%,2.89,3.47,-0.58,43,掌阅科技,3.12%,44.55
2017-12-07,10:05,煤炭开采,1345.49,-0.84%,2.87,4.34,-1.48,33,中煤能源,0.51%,5.87
2017-12-07,10:05,零售,1528.34,-0.22%,2.80,3.51,-0.71,74,安德利,1.75%,23.78
2017-12-07,10:05,医药商业,4790.35,0.22%,2.63,1.57,1.05,22,海虹控股,7.23%,32.92
2017-12-07,10:05,电力,1050.1,0.21%,2.42,2.09,0.33,69,三峡水利,3.90%,8.52
2017-12-07,10:05,食品加工制造,3301.51,-0.23%,2.03,2.99,-0.96,50,双塔食品,6.53%,5.55
2017-12-07,10:05,物流,4815.28,-0.33%,1.98,2.16,-0.18,32,中储股份,2.02%,11.09
2017-12-07,10:05,医疗器械服务,7293.39,-0.20%,1.92,2.33,-0.41,55,华大基因,1.59%,203.90
2017-12-07,10:05,汽车整车,1547.68,-0.18%,1.87,2.50,-0.63,25,海马汽车,1.57%,4.52
2017-12-07,10:05,中药,2873.11,-0.41%,1.64,2.33,-0.69,68,汉森制药,1.94%,17.33
2017-12-07,10:05,综合,1918.96,-0.09%,1.51,1.43,0.08,28,江泉实业,4.19%,9.94
2017-12-07,10:05,化工新材料,4002.47,0.47%,1.51,1.52,-0.00,15,北化股份,3.12%,12.88
2017-12-07,10:05,燃气水务,1549.15,-0.66%,1.44,2.22,-0.78,36,钱江水利,5.50%,12.47
2017-12-07,10:05,养殖业,2729.03,-0.61%,1.37,1.54,-0.17,23,圣农发展,1.78%,14.27
2017-12-07,10:05,家用轻工,3753.42,-0.24%,1.31,1.41,-0.11,69,乐歌股份,10.01%,33.86
2017-12-07,10:05,石油矿业开采,1758.75,0.21%,1.30,1.53,-0.23,13,西藏珠峰,4.70%,42.33
2017-12-07,10:05,农产品加工,2704.1,-0.33%,1.21,1.32,-0.11,37,金新农,1.32%,10.71
2017-12-07,10:05,纺织制造,1964.57,-0.12%,1.06,0.99,0.07,42,*ST中绒,2.20%,3.72
2017-12-07,10:05,视听器材,2563.63,0.00%,1.05,1.42,-0.37,13,同洲电子,3.18%,5.84
2017-12-07,10:05,贸易,2714.2,-0.35%,0.89,1.28,-0.40,32,远大控股,4.34%,13.22
2017-12-07,10:05,景点及旅游,2454.65,0.08%,0.83,0.81,0.02,23,丽江旅游,1.90%,9.10
2017-12-07,10:05,包装印刷,2612.45,-0.18%,0.77,0.76,0.01,35,创新股份,3.28%,92.95
2017-12-07,10:05,仪器仪表,2853.59,0.22%,0.74,0.74,0.01,28,天和防务,7.22%,19.59
2017-12-07,10:05,造纸,1716.31,-0.50%,0.72,0.86,-0.14,21,冠豪高新,0.64%,4.70
2017-12-07,10:05,公路铁路运输,949.694,-0.09%,0.69,0.55,0.14,24,吉林高速,0.56%,3.58
2017-12-07,10:05,港口航运,879.436,-0.45%,0.62,1.14,-0.52,28,招商轮船,0.46%,4.42
2017-12-07,10:05,种植业与林业,2402.04,-0.15%,0.54,0.67,-0.13,20,福建金森,1.53%,20.53
2017-12-07,10:05,采掘服务,1140.84,-0.67%,0.44,0.69,-0.25,15,通源石油,0.36%,5.59
2017-12-07,10:05,园区开发,1875.94,-0.17%,0.30,0.28,0.02,10,上海临港,0.73%,22.20
2017-12-07,10:05,农业服务,7373.79,0.16%,0.28,0.18,0.10,9,中牧股份,1.28%,17.42
2017-12-07,10:05,交运设备服务,1168.8,-0.20%,0.25,0.38,-0.13,11,申华控股,0.73%,2.76
2017-12-07,10:05,酒店及餐饮,1208.58,-0.87%,0.21,0.28,-0.07,10,金陵饭店,0.19%,10.52
2017-12-07,10:05,公交,1216.28,-0.23%,0.05,0.09,-0.04,8,海汽集团,0.57%,12.36
2017-12-07,10:10,半导体及元件,3748.05,-0.04%,28.74,35.28,-6.54,71,盈方微,9.55%,7.23
2017-12-07,10:10,光学光电子,3138.16,0.04%,20.52,23.41,-2.89,59,聚灿光电,5.13%,28.09
2017-12-07,10:10,房地产开发,2185.16,0.32%,19.40,14.81,4.59,129,华丽家族,6.14%,6.40
2017-12-07,10:10,计算机应用,7316.52,-0.29%,14.94,19.56,-4.61,157,科创信息,9.97%,14.56
2017-12-07,10:10,通信设备,3338.84,-0.51%,14.07,19.98,-5.91,87,波导股份,4.87%,6.25
2017-12-07,10:10,化学制品,3410,-0.29%,12.51,14.24,-1.73,187,中欣氟材,10.01%,11.21
2017-12-07,10:10,有色冶炼加工,1870.91,-0.12%,11.40,11.73,-0.33,79,荣华实业,3.63%,6.00
2017-12-07,10:10,国防军工,1353.75,0.76%,10.18,6.16,4.02,40,北方导航,3.51%,12.96
2017-12-07,10:10,新材料,4255.18,0.60%,9.11,8.81,0.31,34,江粉磁材,9.97%,10.70
2017-12-07,10:10,专用设备,3459.49,-0.25%,9.02,9.56,-0.54,142,英维克,5.24%,23.32
2017-12-07,10:10,电气设备,3316.41,-0.36%,8.30,9.97,-1.67,190,北京科锐,5.95%,9.79
2017-12-07,10:10,建筑装饰,3779.8,-0.32%,7.83,7.32,0.50,119,永福股份,3.96%,24.15
2017-12-07,10:10,饮料制造,1953.55,-0.24%,7.74,10.80,-3.06,40,香飘飘,4.18%,31.15
2017-12-07,10:10,传媒,2804.2,-0.04%,7.52,7.54,-0.02,102,深大通,10.02%,22.72
2017-12-07,10:10,保险及其他,2906.9,-0.86%,7.33,11.78,-4.45,25,新力金融,3.14%,12.16
2017-12-07,10:10,银行,1096.06,-0.07%,6.96,9.74,-2.77,50,张家港行,2.55%,11.67
2017-12-07,10:10,钢铁,1448.39,-0.51%,6.71,7.16,-0.45,32,抚顺特钢,1.53%,5.98
2017-12-07,10:10,化学制药,3514.22,-0.58%,6.71,7.82,-1.10,89,德展健康,2.18%,8.43
2017-12-07,10:10,建筑材料,3828.64,-0.47%,6.40,8.36,-1.96,71,扬子新材,2.88%,7.50
2017-12-07,10:10,证券,1284.84,-0.69%,6.35,10.72,-4.38,35,太平洋,1.90%,3.76
2017-12-07,10:10,生物制品,5419.23,0.12%,5.41,5.04,0.37,49,药石科技,5.53%,79.21
2017-12-07,10:10,通用设备,3411.52,-0.37%,5.23,6.03,-0.80,150,合力科技,10.01%,27.26
2017-12-07,10:10,非汽车交运,3110.22,0.04%,4.21,2.74,1.47,21,内蒙一机,3.58%,12.16
2017-12-07,10:10,基础化学,2422.77,-0.29%,4.18,4.84,-0.65,45,天原集团,3.52%,8.53
2017-12-07,10:10,电子制造,4963.02,-0.34%,4.05,5.44,-1.39,47,深华发A,10.04%,15.46
2017-12-07,10:10,机场航运,2107.95,0.90%,3.99,2.35,1.64,11,东方航空,3.76%,7.73
2017-12-07,10:10,计算机设备,2583.37,-0.36%,3.97,5.66,-1.69,47,飞天诚信,2.37%,16.01
2017-12-07,10:10,环保工程,4687.1,-0.13%,3.88,3.58,0.29,38,聚光科技,2.08%,32.47
2017-12-07,10:10,服装家纺,2691.18,-0.39%,3.81,2.08,1.74,52,际华集团,4.43%,7.30
2017-12-07,10:10,化工合成材料,3249.22,-0.41%,3.80,4.60,-0.80,76,永东股份,4.84%,20.80
2017-12-07,10:10,白色家电,3504.79,-0.28%,3.77,5.01,-1.25,48,东方电热,2.05%,2.99
2017-12-07,10:10,汽车零部件,3005.48,-0.41%,3.59,4.42,-0.83,104,蓝黛传动,4.06%,9.22
2017-12-07,10:10,其他电子,4174.68,-0.36%,3.29,4.06,-0.77,46,民德电子,3.17%,58.50
2017-12-07,10:10,通信服务,2631.37,-0.31%,3.13,3.92,-0.79,43,掌阅科技,3.24%,44.60
2017-12-07,10:10,煤炭开采,1342.8,-1.04%,3.10,5.11,-2.00,33,中煤能源,0.34%,5.86
2017-12-07,10:10,零售,1526.68,-0.33%,2.97,3.92,-0.94,74,安德利,1.67%,23.76
2017-12-07,10:10,医药商业,4783.98,0.09%,2.78,1.78,1.00,22,海虹控股,6.35%,32.65
2017-12-07,10:10,电力,1049.33,0.14%,2.55,2.37,0.18,69,涪陵电力,3.79%,37.55
2017-12-07,10:10,医疗器械服务,7285.93,-0.30%,2.21,2.61,-0.40,55,爱尔眼科,1.51%,28.21
2017-12-07,10:10,物流,4812.37,-0.39%,2.21,2.32,-0.11,32,中储股份,1.66%,11.05
2017-12-07,10:10,食品加工制造,3298.75,-0.32%,2.20,3.31,-1.11,50,双塔食品,6.33%,5.54
2017-12-07,10:10,汽车整车,1546.22,-0.27%,2.05,2.90,-0.85,25,海马汽车,1.57%,4.52
2017-12-07,10:10,中药,2870.67,-0.49%,1.85,2.70,-0.86,68,紫鑫药业,2.64%,8.55
2017-12-07,10:10,化工新材料,3998.67,0.38%,1.61,1.71,-0.10,15,长海股份,3.15%,13.10
2017-12-07,10:10,综合,1916.38,-0.23%,1.60,1.58,0.01,28,江泉实业,3.77%,9.90
2017-12-07,10:10,燃气水务,1548.48,-0.70%,1.54,2.41,-0.87,36,钱江水利,5.50%,12.47
2017-12-07,10:10,养殖业,2727.96,-0.65%,1.45,1.79,-0.34,23,圣农发展,2.14%,14.32
2017-12-07,10:10,家用轻工,3745.71,-0.44%,1.42,1.71,-0.29,69,乐歌股份,10.01%,33.86
2017-12-07,10:10,石油矿业开采,1754.57,-0.03%,1.38,1.68,-0.30,13,西藏珠峰,4.28%,42.16
2017-12-07,10:10,农产品加工,2701.24,-0.43%,1.36,1.51,-0.15,37,金新农,1.51%,10.73
2017-12-07,10:10,视听器材,2564,0.02%,1.16,1.69,-0.53,13,同洲电子,2.30%,5.79
2017-12-07,10:10,纺织制造,1962.18,-0.24%,1.12,1.16,-0.03,42,*ST中绒,1.92%,3.71
2017-12-07,10:10,景点及旅游,2455.03,0.10%,0.96,0.90,0.06,23,丽江旅游,2.13%,9.12
2017-12-07,10:10,贸易,2712.55,-0.41%,0.95,1.42,-0.47,32,远大控股,4.26%,13.21
2017-12-07,10:10,包装印刷,2610.89,-0.24%,0.84,0.85,-0.01,35,*ST中富,3.20%,4.19
2017-12-07,10:10,造纸,1715.17,-0.57%,0.80,1.03,-0.24,21,冠豪高新,0.86%,4.71
2017-12-07,10:10,仪器仪表,2851.27,0.14%,0.79,0.82,-0.03,28,天和防务,7.50%,19.64
2017-12-07,10:10,公路铁路运输,949.814,-0.07%,0.76,0.59,0.17,24,吉林高速,0.56%,3.58
2017-12-07,10:10,港口航运,877.858,-0.62%,0.67,1.29,-0.62,28,长航凤凰,0.49%,4.06
2017-12-07,10:10,种植业与林业,2399.16,-0.27%,0.57,0.73,-0.16,20,福建金森,1.19%,20.46
2017-12-07,10:10,采掘服务,1139.22,-0.81%,0.45,0.75,-0.29,15,安控科技,0.48%,4.15
2017-12-07,10:10,园区开发,1874.66,-0.24%,0.33,0.34,-0.01,10,上海临港,0.82%,22.22
2017-12-07,10:10,农业服务,7376.17,0.19%,0.31,0.21,0.10,9,普莱柯,1.58%,23.15
2017-12-07,10:10,交运设备服务,1167.77,-0.29%,0.27,0.41,-0.14,11,申华控股,0.36%,2.75
2017-12-07,10:10,酒店及餐饮,1208.26,-0.90%,0.22,0.30,-0.08,10,金陵饭店,0.29%,10.53
2017-12-07,10:10,公交,1215.64,-0.28%,0.05,0.10,-0.05,8,海汽集团,0.65%,12.37
2017-12-07,10:15,半导体及元件,3745.12,-0.12%,31.35,38.10,-6.75,71,盈方微,8.64%,7.17
2017-12-07,10:15,光学光电子,3139.2,0.08%,21.42,24.75,-3.33,59,聚灿光电,4.90%,28.03
2017-12-07,10:15,房地产开发,2184.48,0.29%,20.17,15.96,4.21,129,华丽家族,6.96%,6.45
2017-12-07,10:15,计算机应用,7317.7,-0.27%,16.09,20.26,-4.17,157,科创信息,9.97%,14.56
2017-12-07,10:15,通信设备,3341.87,-0.41%,14.87,20.80,-5.93,87,波导股份,5.71%,6.30
2017-12-07,10:15,化学制品,3409.9,-0.29%,13.51,15.39,-1.87,187,中欣氟材,10.01%,11.21
2017-12-07,10:15,有色冶炼加工,1869.53,-0.20%,12.06,13.12,-1.06,79,荣华实业,3.45%,5.99
2017-12-07,10:15,国防军工,1351.88,0.62%,10.55,6.64,3.91,40,北方导航,3.19%,12.92
2017-12-07,10:15,专用设备,3459.61,-0.25%,9.48,10.00,-0.52,142,英维克,5.42%,23.36
2017-12-07,10:15,新材料,4253.37,0.56%,9.39,9.29,0.10,34,江粉磁材,9.97%,10.70
2017-12-07,10:15,电气设备,3315.92,-0.38%,8.83,10.64,-1.82,190,北京科锐,5.63%,9.76
2017-12-07,10:15,建筑装饰,3779.39,-0.33%,8.43,8.05,0.38,119,永福股份,4.18%,24.20
2017-12-07,10:15,饮料制造,1952.5,-0.30%,8.12,11.52,-3.40,40,香飘飘,4.51%,31.25
2017-12-07,10:15,传媒,2803.98,-0.04%,7.98,7.99,-0.01,102,深大通,10.02%,22.72
2017-12-07,10:15,保险及其他,2907.22,-0.85%,7.71,12.49,-4.77,25,新力金融,2.63%,12.10
2017-12-07,10:15,银行,1095.64,-0.11%,7.35,10.72,-3.38,50,张家港行,2.64%,11.68
2017-12-07,10:15,钢铁,1448.84,-0.48%,7.12,7.63,-0.52,32,抚顺特钢,1.53%,5.98
2017-12-07,10:15,化学制药,3515.2,-0.55%,6.94,8.12,-1.18,89,德展健康,3.03%,8.50
2017-12-07,10:15,建筑材料,3825.96,-0.54%,6.80,9.41,-2.61,71,扬子新材,3.02%,7.51
2017-12-07,10:15,证券,1284.44,-0.72%,6.63,11.58,-4.95,35,太平洋,2.17%,3.77
2017-12-07,10:15,生物制品,5420.99,0.15%,5.72,5.34,0.38,49,药石科技,6.05%,79.60
2017-12-07,10:15,通用设备,3410.15,-0.41%,5.55,6.54,-0.99,150,合力科技,10.01%,27.26
2017-12-07,10:15,非汽车交运,3110.96,0.07%,4.61,3.02,1.59,21,内蒙一机,3.41%,12.14
2017-12-07,10:15,基础化学,2421.63,-0.34%,4.52,5.18,-0.67,45,天原集团,2.79%,8.47
2017-12-07,10:15,电子制造,4960.94,-0.39%,4.41,5.98,-1.57,47,深华发A,10.04%,15.46
2017-12-07,10:15,计算机设备,2585.87,-0.26%,4.40,6.24,-1.84,47,海兰信,4.06%,18.46
2017-12-07,10:15,环保工程,4688.77,-0.10%,4.32,3.80,0.52,38,聚光科技,2.17%,32.50
2017-12-07,10:15,机场航运,2104.11,0.72%,4.08,2.54,1.54,11,东方航空,2.95%,7.67
2017-12-07,10:15,化工合成材料,3249.03,-0.42%,4.08,4.94,-0.87,76,永东股份,4.69%,20.77
2017-12-07,10:15,白色家电,3505.24,-0.26%,4.08,5.42,-1.35,48,东方电热,2.05%,2.99
2017-12-07,10:15,服装家纺,2691.15,-0.39%,3.90,2.17,1.74,52,际华集团,4.29%,7.29
2017-12-07,10:15,汽车零部件,3005.22,-0.42%,3.83,4.96,-1.13,104,蓝黛传动,3.95%,9.21
2017-12-07,10:15,其他电子,4175.09,-0.35%,3.79,4.38,-0.59,46,天华超净,3.16%,7.19
2017-12-07,10:15,通信服务,2630.95,-0.32%,3.39,4.18,-0.80,43,掌阅科技,3.06%,44.52
2017-12-07,10:15,煤炭开采,1342.58,-1.05%,3.35,5.56,-2.21,33,中煤能源,0.51%,5.87
2017-12-07,10:15,零售,1526.86,-0.32%,3.12,4.06,-0.94,74,新华都,1.28%,9.51
2017-12-07,10:15,医药商业,4780.66,0.02%,2.85,1.88,0.97,22,海虹控股,7.13%,32.89
2017-12-07,10:15,电力,1049.49,0.15%,2.70,2.52,0.18,69,三峡水利,3.90%,8.52
2017-12-07,10:15,医疗器械服务,7284.77,-0.31%,2.32,2.77,-0.45,55,爱尔眼科,1.69%,28.26
2017-12-07,10:15,食品加工制造,3300.01,-0.28%,2.32,3.47,-1.15,50,双塔食品,6.14%,5.53
2017-12-07,10:15,物流,4810.87,-0.42%,2.29,2.45,-0.17,32,中储股份,1.75%,11.06
2017-12-07,10:15,汽车整车,1545.08,-0.35%,2.19,3.10,-0.91,25,海马汽车,1.80%,4.53
2017-12-07,10:15,中药,2870.96,-0.48%,1.94,2.96,-1.02,68,紫鑫药业,1.80%,8.48
2017-12-07,10:15,化工新材料,3995.1,0.29%,1.68,1.80,-0.12,15,北化股份,3.44%,12.92
2017-12-07,10:15,综合,1916.31,-0.23%,1.64,1.67,-0.04,28,江泉实业,3.98%,9.92
2017-12-07,10:15,燃气水务,1549.14,-0.66%,1.60,2.48,-0.88,36,钱江水利,5.84%,12.51
2017-12-07,10:15,农产品加工,2702.23,-0.40%,1.57,1.67,-0.10,37,金新农,1.61%,10.74
2017-12-07,10:15,家用轻工,3747.59,-0.39%,1.55,1.86,-0.31,69,乐歌股份,10.01%,33.86
2017-12-07,10:15,养殖业,2727.68,-0.66%,1.51,1.88,-0.36,23,圣农发展,2.07%,14.31
2017-12-07,10:15,石油矿业开采,1753.75,-0.07%,1.45,1.82,-0.37,13,西藏珠峰,4.01%,42.05
2017-12-07,10:15,视听器材,2556.94,-0.26%,1.23,1.92,-0.69,13,同洲电子,2.65%,5.81
2017-12-07,10:15,纺织制造,1960.67,-0.32%,1.19,1.25,-0.06,42,*ST中绒,1.92%,3.71
2017-12-07,10:15,景点及旅游,2452.85,0.01%,1.01,0.98,0.03,23,大连圣亚,3.53%,26.40
2017-12-07,10:15,贸易,2711.85,-0.44%,0.99,1.49,-0.50,32,远大控股,4.18%,13.20
2017-12-07,10:15,包装印刷,2612.3,-0.19%,0.94,0.93,0.01,35,*ST中富,3.69%,4.21
2017-12-07,10:15,造纸,1715.63,-0.54%,0.85,1.12,-0.26,21,冠豪高新,0.86%,4.71
2017-12-07,10:15,仪器仪表,2851.68,0.15%,0.84,0.91,-0.07,28,天和防务,7.28%,19.60
2017-12-07,10:15,公路铁路运输,949.709,-0.09%,0.83,0.66,0.17,24,吉林高速,0.56%,3.58
2017-12-07,10:15,港口航运,878.006,-0.61%,0.71,1.39,-0.68,28,长航凤凰,0.25%,4.05
2017-12-07,10:15,种植业与林业,2398.77,-0.28%,0.61,0.77,-0.16,20,福建金森,1.48%,20.52
2017-12-07,10:15,采掘服务,1138.95,-0.84%,0.47,0.78,-0.30,15,安控科技,0.48%,4.15
2017-12-07,10:15,园区开发,1871.12,-0.43%,0.34,0.40,-0.06,10,上海临港,0.59%,22.17
