日期,时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2018-01-23,13:40,零售,1579.83,-0.28%,14.04,18.52,-4.48,76,美凯龙,10.00%,21.56
2018-01-23,13:40,中药,2956.05,-0.56%,12.68,16.48,-3.80,68,神州易桥,2.45%,8.37
2018-01-23,13:40,通用设备,3395.39,-0.27%,12.25,14.66,-2.41,152,恒立液压,5.55%,33.45
2018-01-23,13:40,食品加工制造,3389.54,-0.10%,11.81,13.44,-1.63,50,庄园牧场,6.45%,24.91
2018-01-23,13:40,汽车整车,1626.28,-0.51%,11.20,13.80,-2.60,25,西部资源,2.21%,6.95
2018-01-23,13:40,环保工程,4553.59,-0.89%,10.43,16.29,-5.86,42,津膜科技,9.97%,15.33
2018-01-23,13:40,养殖业,2743.9,0.70%,9.61,6.83,2.78,23,罗牛山,8.28%,9.02
2018-01-23,13:40,化工合成材料,3317.41,-0.09%,9.59,14.88,-5.30,77,S佳通,5.00%,25.22
2018-01-23,13:40,计算机设备,2544.65,-0.19%,9.30,12.58,-3.28,47,汇金股份,10.00%,9.79
2018-01-23,13:40,电子制造,4723.27,-0.82%,9.28,17.13,-7.85,48,盈趣科技,10.01%,57.39
2018-01-23,13:40,生物制品,5525.77,-0.78%,9.05,13.66,-4.61,49,智飞生物,2.43%,33.75
2018-01-23,13:40,非汽车交运,3089.67,-0.00%,8.61,6.36,2.25,20,中国中车,2.16%,12.32
2018-01-23,13:40,燃气水务,1676.53,-0.44%,8.57,10.96,-2.39,37,中天能源,5.49%,13.65
2018-01-23,13:40,农产品加工,2767.14,0.54%,8.56,8.03,0.53,37,傲农生物,10.01%,19.13
2018-01-23,13:40,港口航运,905.549,0.62%,8.03,6.25,1.78,28,海峡股份,7.20%,26.21
2018-01-23,13:40,电力,1047.87,-0.30%,7.85,12.13,-4.28,70,通宝能源,1.30%,4.68
2018-01-23,13:40,医疗器械服务,7397.85,-0.44%,7.58,8.08,-0.50,55,华大基因,5.86%,187.00
2018-01-23,13:40,家用轻工,3827.62,0.10%,7.56,7.73,-0.17,69,金一文化,7.65%,17.44
2018-01-23,13:40,国防军工,1277.26,-0.80%,7.27,11.82,-4.54,40,北方导航,0.52%,11.56
2018-01-23,13:40,公路铁路运输,988.789,-0.08%,7.09,9.36,-2.27,24,海南高速,2.79%,7.74
2018-01-23,13:40,种植业与林业,2486.52,0.78%,6.05,5.67,0.38,20,香梨股份,3.59%,16.75
2018-01-23,13:40,视听器材,2560.37,-0.23%,5.98,6.35,-0.37,13,深康佳A,5.13%,7.17
2018-01-23,13:40,造纸,1804.72,-0.71%,5.82,8.65,-2.83,21,冠豪高新,0.45%,4.44
2018-01-23,13:40,石油矿业开采,1786.77,0.53%,5.73,5.93,-0.20,13,西藏珠峰,2.90%,39.40
2018-01-23,13:40,物流,4916.66,-0.08%,5.60,6.65,-1.05,34,德邦股份,9.99%,11.23
2018-01-23,13:40,服装家纺,2691.8,0.35%,4.83,5.51,-0.68,52,浪莎股份,9.99%,25.33
2018-01-23,13:40,贸易,2687.29,0.33%,4.53,5.60,-1.08,33,ST常林,2.58%,6.36
2018-01-23,13:40,综合,1942.5,0.08%,4.09,4.08,0.00,27,ST山水,4.98%,15.18
2018-01-23,13:40,化工新材料,4101.28,-0.65%,3.84,4.17,-0.33,15,北化股份,1.92%,12.21
2018-01-23,13:40,采掘服务,1249.03,0.12%,3.59,3.72,-0.14,15,中海油服,4.23%,12.81
2018-01-23,13:40,包装印刷,2598.66,0.58%,3.25,4.83,-1.58,35,英联股份,10.02%,18.99
2018-01-23,13:40,医药商业,4913.35,-0.35%,2.95,5.11,-2.15,22,大参林,1.62%,48.97
2018-01-23,13:40,景点及旅游,2492.13,-0.42%,2.51,3.35,-0.85,23,大连圣亚,3.74%,31.36
2018-01-23,13:40,纺织制造,1992.77,-0.34%,2.15,2.82,-0.67,40,*ST众和,4.91%,4.27
2018-01-23,13:40,仪器仪表,2834.29,0.40%,1.61,1.94,-0.34,28,安车检测,9.00%,68.68
2018-01-23,13:40,园区开发,1921.17,-0.12%,1.57,2.03,-0.46,10,陆家嘴,1.13%,20.58
2018-01-23,13:40,交运设备服务,1173.06,-0.05%,1.51,1.87,-0.36,11,中国中期,1.90%,16.07
2018-01-23,13:40,酒店及餐饮,1320.34,0.39%,1.09,0.93,0.16,9,*ST东海A,0.87%,8.08
2018-01-23,13:40,农业服务,7498.16,-0.25%,0.78,1.10,-0.31,9,生物股份,1.24%,31.02
2018-01-23,13:40,公交,1223.19,0.70%,0.53,0.53,0.00,8,海汽集团,4.90%,14.13
2018-01-23,13:45,银行,1229.43,1.89%,166.85,160.81,6.04,52,吴江银行,8.40%,10.06
2018-01-23,13:45,房地产开发,2399.61,1.35%,130.27,106.73,23.53,128,广宇发展,10.02%,15.81
2018-01-23,13:45,有色冶炼加工,2010.45,1.62%,81.44,72.24,9.20,80,白银有色,10.06%,7.11
2018-01-23,13:45,保险及其他,2959.21,-0.60%,78.50,82.77,-4.27,26,西水股份,1.84%,26.61
2018-01-23,13:45,证券,1320.03,-0.60%,71.40,89.41,-18.02,36,华安证券,2.05%,8.45
2018-01-23,13:45,建筑装饰,3896.73,0.08%,47.44,49.44,-2.00,118,方大集团,10.00%,7.59
2018-01-23,13:45,化学制品,3542.24,0.04%,39.62,52.32,-12.71,188,广信材料,10.03%,17.01
2018-01-23,13:45,计算机应用,7449.32,-0.69%,33.80,51.58,-17.78,160,奥飞数据,10.02%,31.63
2018-01-23,13:45,饮料制造,2168.92,-1.11%,30.96,44.80,-13.84,41,伊力特,1.53%,29.20
2018-01-23,13:45,白色家电,3526.72,-0.41%,30.46,36.86,-6.39,48,天际股份,5.98%,17.38
2018-01-23,13:45,电气设备,3280.99,-0.19%,30.31,33.69,-3.38,191,麦迪电气,10.07%,7.43
2018-01-23,13:45,光学光电子,3073.68,-0.43%,28.33,54.47,-26.14,59,得邦照明,5.47%,14.84
2018-01-23,13:45,通信设备,3238.5,-0.59%,26.08,35.30,-9.22,87,日海通讯,4.79%,31.70
2018-01-23,13:45,钢铁,1465.37,-1.33%,24.62,38.59,-13.97,32,南钢股份,0.96%,5.28
2018-01-23,13:45,传媒,2799.26,-0.63%,24.16,29.16,-5.00,103,分众传媒,6.13%,14.88
2018-01-23,13:45,化学制药,3692.42,-0.30%,21.31,26.96,-5.65,90,兴齐眼药,10.01%,27.92
2018-01-23,13:45,建筑材料,3958.69,-0.03%,20.89,26.14,-5.25,72,永和智控,5.95%,17.44
2018-01-23,13:45,专用设备,3460.38,0.17%,19.59,23.59,-3.99,142,爱司凯,10.00%,16.61
2018-01-23,13:45,半导体及元件,3426.46,-0.57%,18.03,24.31,-6.27,73,华锋股份,4.65%,20.93
2018-01-23,13:45,汽车零部件,3007.21,0.04%,17.07,22.08,-5.00,106,西菱动力,10.00%,29.92
2018-01-23,13:45,通信服务,2651.73,-0.44%,16.37,22.50,-6.13,42,上海钢联,6.89%,57.70
2018-01-23,13:45,煤炭开采,1428.87,-0.64%,16.20,19.80,-3.60,33,陕西煤业,1.39%,9.48
2018-01-23,13:45,机场航运,2200.98,0.60%,15.42,19.67,-4.25,11,上海机场,4.30%,46.84
2018-01-23,13:45,基础化学,2409.09,-0.54%,14.94,25.78,-10.84,45,红星发展,1.52%,10.65
2018-01-23,13:45,其他电子,4016.25,-0.39%,14.74,17.35,-2.61,48,东尼电子,4.81%,84.72
2018-01-23,13:45,新材料,4204.89,0.71%,14.69,17.61,-2.92,34,东方钽业,4.93%,8.51
2018-01-23,13:45,零售,1579.4,-0.31%,14.27,19.13,-4.86,76,美凯龙,10.00%,21.56
2018-01-23,13:45,中药,2954.17,-0.63%,13.13,17.40,-4.27,68,神州易桥,2.20%,8.35
2018-01-23,13:45,通用设备,3394.06,-0.30%,12.59,15.32,-2.73,152,泰嘉股份,4.59%,20.50
2018-01-23,13:45,食品加工制造,3388.29,-0.13%,12.28,13.91,-1.64,50,庄园牧场,5.64%,24.72
2018-01-23,13:45,汽车整车,1624.88,-0.60%,11.42,14.30,-2.88,25,西部资源,2.21%,6.95
2018-01-23,13:45,环保工程,4550.94,-0.95%,10.72,16.94,-6.22,42,津膜科技,9.97%,15.33
2018-01-23,13:45,化工合成材料,3315.99,-0.13%,9.98,15.63,-5.65,77,S佳通,5.00%,25.22
2018-01-23,13:45,养殖业,2739.7,0.54%,9.73,7.03,2.70,23,罗牛山,7.56%,8.96
2018-01-23,13:45,电子制造,4723.66,-0.81%,9.71,17.94,-8.24,48,盈趣科技,10.01%,57.39
2018-01-23,13:45,计算机设备,2545.06,-0.17%,9.68,13.07,-3.38,47,汇金股份,10.00%,9.79
2018-01-23,13:45,生物制品,5524.62,-0.80%,9.35,14.31,-4.96,49,智飞生物,2.28%,33.70
2018-01-23,13:45,农产品加工,2763.58,0.41%,8.77,8.53,0.24,37,傲农生物,9.89%,19.11
2018-01-23,13:45,非汽车交运,3087.88,-0.06%,8.73,6.69,2.04,20,中国中车,2.16%,12.32
2018-01-23,13:45,燃气水务,1674.94,-0.54%,8.71,11.27,-2.56,37,中天能源,4.71%,13.55
2018-01-23,13:45,国防军工,1282.27,-0.41%,8.34,12.18,-3.84,40,中兵红箭,2.55%,9.26
2018-01-23,13:45,港口航运,904.648,0.53%,8.14,6.63,1.51,28,海峡股份,7.16%,26.20
2018-01-23,13:45,电力,1047.37,-0.35%,8.00,12.74,-4.74,70,通宝能源,1.30%,4.68
2018-01-23,13:45,家用轻工,3823.46,-0.01%,7.95,8.17,-0.22,69,金一文化,8.15%,17.52
2018-01-23,13:45,医疗器械服务,7395.95,-0.47%,7.71,8.30,-0.60,55,华大基因,5.97%,187.19
2018-01-23,13:45,公路铁路运输,989.144,-0.05%,7.26,9.55,-2.29,24,海南高速,2.39%,7.71
2018-01-23,13:45,视听器材,2570.52,0.17%,6.33,6.76,-0.43,13,深康佳A,5.28%,7.18
2018-01-23,13:45,种植业与林业,2484,0.68%,6.10,5.81,0.29,20,苏垦农发,3.38%,13.46
2018-01-23,13:45,造纸,1804.02,-0.75%,6.05,8.91,-2.86,21,冠豪高新,0.45%,4.44
2018-01-23,13:45,石油矿业开采,1785.76,0.48%,5.79,6.05,-0.26,13,西藏珠峰,2.82%,39.37
2018-01-23,13:45,物流,4910.87,-0.20%,5.74,6.85,-1.11,34,德邦股份,9.99%,11.23
2018-01-23,13:45,服装家纺,2688.85,0.24%,4.97,5.73,-0.76,52,浪莎股份,9.99%,25.33
2018-01-23,13:45,贸易,2686.18,0.29%,4.65,5.73,-1.08,33,瑞茂通,2.38%,11.64
2018-01-23,13:45,综合,1940,-0.05%,4.17,4.19,-0.02,27,ST山水,4.98%,15.18
2018-01-23,13:45,化工新材料,4097.16,-0.75%,3.91,4.27,-0.37,15,北化股份,1.75%,12.19
2018-01-23,13:45,采掘服务,1248.46,0.07%,3.60,3.82,-0.22,15,中海油服,4.23%,12.81
2018-01-23,13:45,包装印刷,2597.56,0.54%,3.29,4.91,-1.62,35,英联股份,10.02%,18.99
2018-01-23,13:45,医药商业,4910.23,-0.41%,3.01,5.33,-2.33,22,大参林,1.49%,48.91
2018-01-23,13:45,景点及旅游,2489.94,-0.51%,2.53,3.47,-0.94,23,大连圣亚,3.47%,31.28
2018-01-23,13:45,纺织制造,1992.01,-0.38%,2.24,2.94,-0.71,40,*ST众和,4.91%,4.27
2018-01-23,13:45,仪器仪表,2835.86,0.45%,1.74,2.08,-0.34,28,安车检测,8.87%,68.60
2018-01-23,13:45,园区开发,1918.63,-0.25%,1.60,2.11,-0.51,10,陆家嘴,0.79%,20.51
2018-01-23,13:45,交运设备服务,1170.79,-0.25%,1.53,1.96,-0.42,11,中国中期,1.58%,16.02
2018-01-23,13:45,酒店及餐饮,1318.2,0.23%,1.09,0.94,0.15,9,*ST东海A,0.87%,8.08
2018-01-23,13:45,农业服务,7495.68,-0.28%,0.82,1.16,-0.34,9,生物股份,1.11%,30.97
2018-01-23,13:45,公交,1222.2,0.62%,0.55,0.55,0.00,8,海汽集团,3.94%,14.00
2018-01-23,13:50,银行,1231.91,2.10%,169.32,164.75,4.57,52,吴江银行,8.84%,10.09
2018-01-23,13:50,房地产开发,2400.56,1.39%,132.12,108.56,23.55,128,广宇发展,10.02%,15.81
2018-01-23,13:50,有色冶炼加工,2011.5,1.68%,82.32,73.63,8.68,80,白银有色,10.06%,7.11
2018-01-23,13:50,保险及其他,2963.32,-0.47%,80.02,84.32,-4.31,26,西水股份,2.10%,26.68
2018-01-23,13:50,证券,1322.67,-0.40%,72.60,91.02,-18.42,36,华安证券,2.17%,8.46
2018-01-23,13:50,建筑装饰,3897.8,0.10%,48.46,50.61,-2.15,118,方大集团,10.00%,7.59
2018-01-23,13:50,化学制品,3546.94,0.18%,41.58,53.32,-11.74,188,广信材料,10.03%,17.01
2018-01-23,13:50,计算机应用,7457.54,-0.58%,34.91,52.54,-17.62,160,奥飞数据,10.02%,31.63
2018-01-23,13:50,白色家电,3528.78,-0.35%,32.17,37.98,-5.81,48,天际股份,5.37%,17.28
2018-01-23,13:50,饮料制造,2170.9,-1.02%,31.97,45.49,-13.52,41,伊力特,1.36%,29.15
2018-01-23,13:50,电气设备,3282.25,-0.15%,31.78,34.56,-2.79,191,麦迪电气,10.07%,7.43
2018-01-23,13:50,光学光电子,3077.02,-0.32%,28.96,55.31,-26.35,59,得邦照明,5.47%,14.84
2018-01-23,13:50,通信设备,3242.46,-0.47%,26.62,35.98,-9.37,87,日海通讯,4.59%,31.64
2018-01-23,13:50,钢铁,1465.26,-1.34%,25.05,39.37,-14.32,32,南钢股份,0.57%,5.26
2018-01-23,13:50,传媒,2800.61,-0.58%,24.61,29.71,-5.10,103,分众传媒,6.28%,14.90
2018-01-23,13:50,化学制药,3692.69,-0.30%,21.56,27.46,-5.90,90,兴齐眼药,10.01%,27.92
2018-01-23,13:50,建筑材料,3962.94,0.08%,21.46,26.63,-5.17,72,永和智控,6.08%,17.47
2018-01-23,13:50,专用设备,3462.22,0.22%,19.93,24.00,-4.07,142,爱司凯,10.00%,16.61
2018-01-23,13:50,半导体及元件,3430.43,-0.46%,18.81,24.77,-5.97,73,华锋股份,4.30%,20.86
2018-01-23,13:50,汽车零部件,3009.16,0.11%,17.41,22.52,-5.12,106,西菱动力,10.00%,29.92
2018-01-23,13:50,通信服务,2655.26,-0.31%,16.76,22.82,-6.06,42,上海钢联,9.30%,59.00
2018-01-23,13:50,煤炭开采,1429.87,-0.57%,16.51,20.09,-3.59,33,陕西煤业,1.39%,9.49
2018-01-23,13:50,机场航运,2202.77,0.68%,15.57,19.90,-4.33,11,上海机场,4.52%,46.94
2018-01-23,13:50,新材料,4211.01,0.86%,15.44,18.04,-2.59,34,东方钽业,4.93%,8.51
2018-01-23,13:50,基础化学,2409.87,-0.51%,15.10,26.58,-11.48,45,红星发展,1.52%,10.65
2018-01-23,13:50,其他电子,4020.66,-0.28%,15.01,17.61,-2.60,48,东尼电子,4.36%,84.39
2018-01-23,13:50,零售,1579.35,-0.32%,14.48,19.64,-5.16,76,美凯龙,10.00%,21.56
2018-01-23,13:50,中药,2956.66,-0.54%,13.48,17.75,-4.27,68,神州易桥,2.20%,8.35
2018-01-23,13:50,通用设备,3397.35,-0.21%,13.06,15.67,-2.61,152,恒立液压,5.11%,33.31
2018-01-23,13:50,食品加工制造,3389.53,-0.10%,12.81,14.24,-1.44,50,庄园牧场,6.11%,24.83
2018-01-23,13:50,汽车整车,1625.5,-0.56%,11.58,14.53,-2.95,25,西部资源,2.50%,6.97
2018-01-23,13:50,环保工程,4553.46,-0.90%,10.98,17.24,-6.26,42,津膜科技,9.97%,15.33
2018-01-23,13:50,化工合成材料,3317.84,-0.08%,10.18,15.99,-5.81,77,S佳通,5.00%,25.22
2018-01-23,13:50,养殖业,2746.49,0.79%,10.00,7.14,2.86,23,罗牛山,9.24%,9.10
2018-01-23,13:50,电子制造,4725.75,-0.77%,9.95,18.34,-8.39,48,盈趣科技,10.01%,57.39
2018-01-23,13:50,计算机设备,2547.02,-0.10%,9.84,13.29,-3.44,47,汇金股份,10.00%,9.79
2018-01-23,13:50,国防军工,1286.92,-0.05%,9.53,12.61,-3.08,40,中兵红箭,2.21%,9.23
2018-01-23,13:50,生物制品,5528.73,-0.73%,9.53,14.57,-5.05,49,智飞生物,2.31%,33.71
2018-01-23,13:50,农产品加工,2764.46,0.45%,9.11,8.74,0.36,37,傲农生物,10.01%,19.13
2018-01-23,13:50,非汽车交运,3090.28,0.02%,8.86,6.81,2.05,20,中国中车,2.24%,12.33
2018-01-23,13:50,燃气水务,1676,-0.47%,8.84,11.43,-2.59,37,中天能源,4.48%,13.52
2018-01-23,13:50,港口航运,905.019,0.57%,8.23,6.82,1.41,28,海峡股份,6.75%,26.10
2018-01-23,13:50,电力,1047.19,-0.37%,8.20,13.01,-4.81,70,通宝能源,1.51%,4.69
2018-01-23,13:50,家用轻工,3823.16,-0.01%,8.08,8.35,-0.27,69,金一文化,7.96%,17.49
2018-01-23,13:50,医疗器械服务,7400.41,-0.41%,7.85,8.42,-0.57,55,华大基因,6.06%,187.35
2018-01-23,13:50,公路铁路运输,989.4,-0.02%,7.35,9.66,-2.31,24,海南高速,2.79%,7.74
2018-01-23,13:50,视听器材,2581.77,0.61%,6.69,6.94,-0.25,13,四川九洲,6.06%,7.18
2018-01-23,13:50,造纸,1806.13,-0.63%,6.36,9.12,-2.76,21,晨鸣纸业,0.61%,18.10
2018-01-23,13:50,种植业与林业,2486.43,0.78%,6.22,5.89,0.33,20,香梨股份,3.65%,16.76
2018-01-23,13:50,物流,4917.49,-0.06%,5.93,6.97,-1.04,34,德邦股份,9.99%,11.23
2018-01-23,13:50,石油矿业开采,1788.15,0.61%,5.85,6.10,-0.25,13,西藏珠峰,3.21%,39.52
2018-01-23,13:50,服装家纺,2688.94,0.24%,5.08,5.87,-0.79,52,浪莎股份,9.99%,25.33
2018-01-23,13:50,贸易,2688.5,0.37%,4.87,5.81,-0.95,33,瑞茂通,2.99%,11.71
2018-01-23,13:50,综合,1941.39,0.02%,4.29,4.32,-0.03,27,ST山水,4.98%,15.18
2018-01-23,13:50,化工新材料,4099.33,-0.70%,3.99,4.31,-0.32,15,北化股份,1.59%,12.17
2018-01-23,13:50,采掘服务,1248.7,0.09%,3.63,3.90,-0.27,15,中海油服,4.23%,12.81
2018-01-23,13:50,包装印刷,2598.86,0.59%,3.34,5.00,-1.66,35,英联股份,10.02%,18.99
2018-01-23,13:50,医药商业,4913.64,-0.34%,3.10,5.41,-2.31,22,大参林,1.58%,48.95
2018-01-23,13:50,景点及旅游,2491.12,-0.46%,2.58,3.53,-0.95,23,大连圣亚,2.98%,31.13
2018-01-23,13:50,纺织制造,1992.58,-0.35%,2.27,3.04,-0.77,40,*ST众和,4.91%,4.27
2018-01-23,13:50,仪器仪表,2839.12,0.57%,1.86,2.16,-0.30,28,安车检测,9.51%,69.00
2018-01-23,13:50,园区开发,1920.43,-0.16%,1.63,2.17,-0.54,10,陆家嘴,1.13%,20.58
2018-01-23,13:50,交运设备服务,1170.32,-0.29%,1.55,2.02,-0.47,11,中国中期,1.27%,15.97
2018-01-23,13:50,酒店及餐饮,1317.61,0.18%,1.10,0.95,0.15,9,*ST东海A,1.00%,8.09
2018-01-23,13:50,农业服务,7497.83,-0.25%,0.84,1.17,-0.33,9,生物股份,1.27%,31.02
2018-01-23,13:50,公交,1222.36,0.63%,0.56,0.56,0.00,8,海汽集团,4.97%,14.13
2018-01-23,13:55,银行,1230.88,2.01%,171.32,168.17,3.14,52,吴江银行,8.51%,10.07
2018-01-23,13:55,房地产开发,2402.96,1.49%,135.28,111.09,24.19,128,广宇发展,10.02%,15.81
2018-01-23,13:55,有色冶炼加工,2011.6,1.68%,83.10,74.45,8.65,80,白银有色,10.06%,7.11
2018-01-23,13:55,保险及其他,2967.72,-0.32%,80.92,85.24,-4.32,26,西水股份,2.14%,26.69
2018-01-23,13:55,证券,1323.05,-0.37%,73.78,92.08,-18.30,36,华安证券,2.17%,8.46
2018-01-23,13:55,建筑装饰,3899.15,0.14%,49.56,51.61,-2.05,118,方大集团,10.00%,7.59
2018-01-23,13:55,化学制品,3548.5,0.22%,42.73,54.24,-11.50,188,广信材料,10.03%,17.01
2018-01-23,13:55,计算机应用,7458.54,-0.57%,35.84,53.37,-17.53,160,奥飞数据,10.02%,31.63
2018-01-23,13:55,白色家电,3531.56,-0.27%,33.59,39.04,-5.45,48,天际股份,5.61%,17.32
2018-01-23,13:55,饮料制造,2172.43,-0.95%,33.28,46.31,-13.03,41,洋河股份,2.00%,136.58
2018-01-23,13:55,电气设备,3283.24,-0.12%,32.40,35.36,-2.97,191,麦迪电气,10.07%,7.43
2018-01-23,13:55,光学光电子,3078.73,-0.26%,29.46,56.36,-26.90,59,得邦照明,5.19%,14.80
2018-01-23,13:55,通信设备,3240.92,-0.52%,27.06,36.93,-9.87,87,日海通讯,4.53%,31.62
2018-01-23,13:55,钢铁,1465.41,-1.32%,25.34,39.87,-14.53,32,南钢股份,0.77%,5.27
2018-01-23,13:55,传媒,2801.75,-0.54%,24.95,30.07,-5.11,103,分众传媒,6.21%,14.89
2018-01-23,13:55,化学制药,3694.4,-0.25%,21.96,27.89,-5.93,90,兴齐眼药,10.01%,27.92
2018-01-23,13:55,建筑材料,3962.86,0.08%,21.84,27.16,-5.32,72,永和智控,5.89%,17.43
2018-01-23,13:55,专用设备,3462.66,0.24%,20.41,24.40,-3.99,142,爱司凯,10.00%,16.61
2018-01-23,13:55,半导体及元件,3433.54,-0.37%,19.68,25.37,-5.69,73,华锋股份,4.65%,20.93
2018-01-23,13:55,汽车零部件,3009.32,0.12%,17.73,22.79,-5.05,106,西菱动力,10.00%,29.92
2018-01-23,13:55,通信服务,2655.57,-0.30%,17.12,23.07,-5.95,42,上海钢联,8.19%,58.40
2018-01-23,13:55,煤炭开采,1430.68,-0.51%,17.04,20.40,-3.36,33,陕西煤业,1.82%,9.52
2018-01-23,13:55,新材料,4218.45,1.03%,16.28,18.56,-2.28,34,索通发展,5.64%,51.48
2018-01-23,13:55,机场航运,2203.46,0.71%,15.73,20.16,-4.43,11,上海机场,4.68%,47.01
2018-01-23,13:55,基础化学,2412.8,-0.39%,15.49,26.89,-11.41,45,红星发展,1.62%,10.66
2018-01-23,13:55,其他电子,4022.18,-0.24%,15.25,17.85,-2.60,48,东尼电子,4.76%,84.68
2018-01-23,13:55,零售,1580.08,-0.27%,14.93,19.88,-4.95,76,美凯龙,10.00%,21.56
2018-01-23,13:55,中药,2956.11,-0.56%,13.65,18.09,-4.44,68,神州易桥,1.96%,8.33
2018-01-23,13:55,通用设备,3397.67,-0.20%,13.53,16.06,-2.54,152,恒立液压,5.11%,33.31
2018-01-23,13:55,食品加工制造,3389.42,-0.10%,13.05,14.52,-1.48,50,庄园牧场,6.50%,24.92
2018-01-23,13:55,汽车整车,1625.22,-0.58%,11.72,14.76,-3.04,25,西部资源,2.50%,6.97
2018-01-23,13:55,环保工程,4555.16,-0.86%,11.21,17.50,-6.29,42,津膜科技,9.97%,15.33
2018-01-23,13:55,化工合成材料,3319.19,-0.04%,10.40,16.32,-5.92,77,S佳通,5.00%,25.22
2018-01-23,13:55,电子制造,4729.74,-0.69%,10.21,18.69,-8.48,48,盈趣科技,10.01%,57.39
2018-01-23,13:55,养殖业,2746.24,0.78%,10.14,7.35,2.79,23,罗牛山,8.04%,9.00
2018-01-23,13:55,计算机设备,2547.59,-0.07%,10.13,13.46,-3.33,47,汇金股份,10.00%,9.79
2018-01-23,13:55,国防军工,1285.28,-0.18%,10.04,12.99,-2.95,40,中兵红箭,2.44%,9.25
2018-01-23,13:55,生物制品,5527.73,-0.74%,9.77,14.92,-5.16,49,智飞生物,1.67%,33.50
2018-01-23,13:55,农产品加工,2763.8,0.42%,9.33,8.99,0.34,37,傲农生物,10.01%,19.13
2018-01-23,13:55,燃气水务,1677,-0.41%,8.99,11.56,-2.57,37,中天能源,4.56%,13.53
2018-01-23,13:55,非汽车交运,3091.07,0.04%,8.98,6.90,2.07,20,中国中车,2.24%,12.33
2018-01-23,13:55,电力,1047.59,-0.33%,8.41,13.17,-4.76,70,通宝能源,1.51%,4.69
2018-01-23,13:55,港口航运,904.876,0.55%,8.32,6.95,1.37,28,海峡股份,7.49%,26.28
2018-01-23,13:55,家用轻工,3827.31,0.09%,8.23,8.50,-0.27,69,金一文化,7.78%,17.46
2018-01-23,13:55,医疗器械服务,7397.23,-0.45%,8.03,8.59,-0.56,55,华大基因,6.71%,188.50
