时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2017-12-04 11:10,饮料制造,1984.29,1.22%,25.91,20.45,5.46,40,香飘飘,10.02%,24.71
2017-12-04 11:10,港口航运,917.205,1.00%,6.09,4.37,1.72,28,中远海控,8.01%,6.88
2017-12-04 11:10,机场航运,2109.64,0.95%,6.65,4.44,2.21,11,南方航空,3.98%,11.22
2017-12-04 11:10,石油矿业开采,1853.67,0.80%,3.79,3.36,0.43,13,鄂尔多斯,3.45%,16.48
2017-12-04 11:10,煤炭开采,1406.31,0.59%,13.36,14.04,-0.67,33,山煤国际,2.92%,4.93
2017-12-04 11:10,基础化学,2493.77,0.32%,9.80,10.19,-0.40,45,广汇能源,7.33%,4.83
2017-12-04 11:10,化工新材料,4043.31,0.29%,5.07,4.99,0.08,16,长海股份,2.20%,12.99
2017-12-04 11:10,公路铁路运输,972.366,0.16%,2.50,3.06,-0.56,24,华北高速,8.52%,8.79
2017-12-04 11:10,燃气水务,1613.19,0.07%,3.95,5.08,-1.12,36,百川能源,5.00%,14.50
2017-12-04 11:10,钢铁,1536.02,0.07%,23.17,28.05,-4.88,32,安阳钢铁,3.11%,5.30
2017-12-04 11:10,养殖业,2773.41,-0.01%,2.77,2.52,0.25,24,牧原股份,5.80%,49.80
2017-12-04 11:10,保险及其他,2977.42,-0.10%,31.87,25.46,6.41,25,中国太保,3.21%,42.17
2017-12-04 11:10,有色冶炼加工,1956.57,-0.11%,36.72,37.40,-0.68,79,荣华实业,9.95%,6.19
2017-12-04 11:10,交运设备服务,1196.66,-0.12%,1.15,1.30,-0.15,11,中国中期,2.21%,15.23
2017-12-04 11:10,医药商业,4846.04,-0.16%,1.55,2.28,-0.73,22,海虹控股,9.99%,27.42
2017-12-04 11:10,农产品加工,2762.91,-0.16%,3.45,3.45,-0.00,37,天马科技,4.28%,12.42
2017-12-04 11:10,园区开发,1931.83,-0.27%,0.70,1.20,-0.49,10,电子城,7.06%,11.22
2017-12-04 11:10,电力,1071.54,-0.34%,3.39,4.72,-1.33,69,福能股份,1.78%,8.01
2017-12-04 11:10,白色家电,3612.08,-0.36%,16.79,13.09,3.70,48,小天鹅A,4.37%,58.50
2017-12-04 11:10,采掘服务,1200.25,-0.38%,1.95,3.41,-1.46,15,蓝焰控股,4.97%,17.74
2017-12-04 11:10,银行,1091.29,-0.38%,21.45,20.72,0.74,50,平安银行,1.39%,13.18
2017-12-04 11:10,建筑材料,3985.84,-0.46%,19.56,21.75,-2.19,71,亚泰集团,3.11%,5.63
2017-12-04 11:10,零售,1565.25,-0.46%,7.70,8.17,-0.47,74,中央商场,4.54%,8.98
2017-12-04 11:10,种植业与林业,2477.52,-0.49%,0.73,1.27,-0.54,20,神农基因,1.28%,3.94
2017-12-04 11:10,汽车整车,1585.83,-0.52%,4.16,7.28,-3.12,25,比亚迪,1.53%,64.32
2017-12-04 11:10,综合,1958.18,-0.55%,3.09,4.95,-1.86,28,亿利洁能,5.37%,6.28
2017-12-04 11:10,纺织制造,2010.6,-0.61%,2.28,2.93,-0.65,42,*ST中绒,5.08%,3.52
2017-12-04 11:10,视听器材,2663.53,-0.64%,3.17,3.44,-0.27,13,TCL集团,1.93%,4.23
2017-12-04 11:10,农业服务,7556.61,-0.65%,0.39,0.62,-0.24,9,瑞普生物,0.78%,11.63
2017-12-04 11:10,公交,1241.95,-0.68%,0.10,0.19,-0.10,8,江西长运,0.47%,8.54
2017-12-04 11:10,化工合成材料,3355.49,-0.69%,13.49,13.52,-0.03,76,恒力股份,5.19%,11.75
2017-12-04 11:10,房地产开发,2225.16,-0.71%,16.86,26.04,-9.17,129,京投发展,5.55%,6.09
2017-12-04 11:10,物流,4975.05,-0.71%,4.18,4.97,-0.79,32,恒通股份,3.96%,27.02
2017-12-04 11:10,化学制药,3657.22,-0.72%,16.45,18.02,-1.57,89,金达威,6.67%,20.46
2017-12-04 11:10,贸易,2808.08,-0.74%,2.66,4.11,-1.46,32,江苏舜天,1.79%,7.40
2017-12-04 11:10,食品加工制造,3370.72,-0.83%,7.39,7.20,0.19,50,云南能投,9.98%,11.35
2017-12-04 11:10,景点及旅游,2498.98,-0.85%,1.67,2.02,-0.35,23,云南旅游,1.58%,8.34
2017-12-04 11:10,中药,2945.32,-0.99%,5.98,7.52,-1.54,68,方盛制药,2.42%,11.45
2017-12-04 11:10,证券,1296.9,-1.03%,14.66,26.89,-12.23,35,国盛金控,0.80%,22.68
2017-12-04 11:10,医疗器械服务,7477.37,-1.04%,4.70,7.23,-2.53,55,览海投资,6.70%,7.64
2017-12-04 11:10,电气设备,3440.42,-1.05%,19.47,24.17,-4.70,190,金风科技,5.39%,16.80
2017-12-04 11:10,传媒,2857.29,-1.06%,12.46,17.29,-4.83,102,盛天网络,5.22%,19.16
2017-12-04 11:10,通信服务,2685.16,-1.08%,6.22,9.17,-2.95,42,中青宝,1.10%,15.61
2017-12-04 11:10,国防军工,1355.59,-1.09%,7.52,9.65,-2.13,40,北斗星通,4.03%,32.25
2017-12-04 11:10,计算机设备,2666.81,-1.17%,10.95,14.66,-3.71,47,大华股份,4.00%,25.48
2017-12-04 11:10,服装家纺,2757.96,-1.19%,3.66,5.14,-1.47,52,三夫户外,3.98%,26.88
2017-12-04 11:10,化学制品,3525.76,-1.20%,30.41,33.45,-3.04,187,润禾材料,10.01%,19.34
2017-12-04 11:10,电子制造,5116.33,-1.22%,10.74,12.21,-1.47,47,信维通信,3.35%,58.65
2017-12-04 11:10,生物制品,5554.87,-1.23%,13.54,15.77,-2.23,49,沃森生物,4.31%,20.81
2017-12-04 11:10,通用设备,3525.85,-1.24%,9.39,14.47,-5.08,149,日月股份,3.69%,25.88
2017-12-04 11:10,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:10,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:10,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:10,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:10,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:10,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:10,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:10,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:10,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:10,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:10,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:10,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:10,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:10,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:10,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:10,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:15,饮料制造,1984.74,1.24%,27.38,21.52,5.86,40,香飘飘,10.02%,24.71
2017-12-04 11:15,港口航运,917.01,0.98%,6.15,4.45,1.70,28,中远海控,8.01%,6.88
2017-12-04 11:15,机场航运,2110.15,0.97%,7.02,4.68,2.34,11,南方航空,4.26%,11.25
2017-12-04 11:15,石油矿业开采,1855.54,0.91%,3.86,3.40,0.46,13,鄂尔多斯,3.83%,16.54
2017-12-04 11:15,煤炭开采,1405.26,0.52%,13.52,14.33,-0.81,33,山煤国际,2.71%,4.92
2017-12-04 11:15,化工新材料,4045.21,0.34%,5.15,5.07,0.09,16,长海股份,2.20%,12.99
2017-12-04 11:15,基础化学,2492.97,0.29%,9.96,10.38,-0.42,45,广汇能源,6.67%,4.80
2017-12-04 11:15,养殖业,2779.63,0.22%,3.42,2.69,0.73,24,牧原股份,6.93%,50.33
2017-12-04 11:15,公路铁路运输,972.057,0.13%,2.53,3.13,-0.60,24,华北高速,8.03%,8.75
2017-12-04 11:15,钢铁,1536.33,0.09%,23.47,28.54,-5.08,32,安阳钢铁,3.50%,5.32
2017-12-04 11:15,燃气水务,1612.51,0.03%,4.05,5.25,-1.21,36,百川能源,4.85%,14.48
2017-12-04 11:15,保险及其他,2978.07,-0.08%,32.84,26.00,6.84,25,中国太保,3.43%,42.26
2017-12-04 11:15,农产品加工,2764.11,-0.12%,3.70,3.52,0.17,37,天马科技,3.86%,12.37
2017-12-04 11:15,有色冶炼加工,1956.36,-0.12%,37.22,38.19,-0.98,79,荣华实业,9.95%,6.19
2017-12-04 11:15,交运设备服务,1196.26,-0.16%,1.17,1.33,-0.16,11,中国中期,2.42%,15.26
2017-12-04 11:15,医药商业,4842.06,-0.24%,1.63,2.39,-0.76,22,海虹控股,9.99%,27.42
2017-12-04 11:15,白色家电,3612.95,-0.33%,17.39,13.46,3.93,48,小天鹅A,4.82%,58.75
2017-12-04 11:15,银行,1091.59,-0.35%,21.88,21.29,0.59,50,平安银行,1.39%,13.18
2017-12-04 11:15,电力,1071.26,-0.37%,3.55,4.88,-1.32,69,华能国际,2.05%,6.47
2017-12-04 11:15,零售,1565.4,-0.45%,8.17,8.45,-0.28,74,中央商场,4.19%,8.95
2017-12-04 11:15,建筑材料,3986.1,-0.45%,19.98,22.20,-2.22,71,上峰水泥,3.00%,11.35
2017-12-04 11:15,园区开发,1928.1,-0.47%,0.72,1.30,-0.58,10,电子城,6.87%,11.20
2017-12-04 11:15,采掘服务,1198.55,-0.52%,1.99,3.58,-1.59,15,蓝焰控股,4.38%,17.64
2017-12-04 11:15,汽车整车,1585.83,-0.52%,4.26,7.48,-3.22,25,金龙汽车,1.56%,12.99
2017-12-04 11:15,综合,1958.1,-0.56%,3.14,5.06,-1.92,28,亿利洁能,5.37%,6.28
2017-12-04 11:15,种植业与林业,2475.19,-0.58%,0.74,1.29,-0.55,20,神农基因,1.03%,3.93
2017-12-04 11:15,景点及旅游,2504.82,-0.62%,1.78,2.11,-0.33,23,西藏旅游,3.34%,20.10
2017-12-04 11:15,化工合成材料,3357.24,-0.64%,14.07,13.92,0.15,76,恒力股份,5.19%,11.75
2017-12-04 11:15,纺织制造,2009.52,-0.66%,2.31,3.02,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:15,农业服务,7555.51,-0.67%,0.39,0.65,-0.25,9,瑞普生物,0.69%,11.62
2017-12-04 11:15,视听器材,2661.68,-0.71%,3.23,3.56,-0.33,13,TCL集团,2.17%,4.24
2017-12-04 11:15,化学制药,3656.68,-0.73%,17.19,18.50,-1.31,89,科伦药业,6.97%,24.72
2017-12-04 11:15,物流,4974.21,-0.73%,4.23,5.14,-0.91,32,恒基达鑫,3.85%,7.56
2017-12-04 11:15,公交,1241.16,-0.74%,0.11,0.21,-0.10,8,江西长运,0.12%,8.51
2017-12-04 11:15,房地产开发,2224.14,-0.76%,17.21,26.54,-9.32,129,京投发展,5.20%,6.07
2017-12-04 11:15,食品加工制造,3372.51,-0.78%,7.96,7.50,0.46,50,云南能投,9.98%,11.35
2017-12-04 11:15,贸易,2807.05,-0.78%,2.69,4.18,-1.49,32,江苏舜天,1.79%,7.40
2017-12-04 11:15,中药,2945.08,-1.00%,6.16,7.71,-1.55,68,方盛制药,2.42%,11.45
2017-12-04 11:15,证券,1296.92,-1.03%,15.07,27.53,-12.46,35,国盛金控,1.24%,22.78
2017-12-04 11:15,通信服务,2686.22,-1.04%,6.31,9.48,-3.17,42,中青宝,1.43%,15.66
2017-12-04 11:15,医疗器械服务,7476.4,-1.06%,4.85,7.45,-2.60,55,览海投资,6.56%,7.63
2017-12-04 11:15,传媒,2857.2,-1.06%,12.80,17.81,-5.01,102,盛天网络,5.49%,19.21
2017-12-04 11:15,电气设备,3440.13,-1.06%,19.93,24.94,-5.01,190,金风科技,5.52%,16.82
2017-12-04 11:15,国防军工,1354.99,-1.14%,7.71,9.88,-2.17,40,北斗星通,3.81%,32.18
2017-12-04 11:15,化学制品,3526.89,-1.17%,32.24,34.18,-1.94,187,润禾材料,10.01%,19.34
2017-12-04 11:15,计算机设备,2665.83,-1.21%,11.10,15.03,-3.93,47,大华股份,4.00%,25.48
2017-12-04 11:15,服装家纺,2756.9,-1.22%,3.73,5.19,-1.46,52,三夫户外,4.14%,26.92
2017-12-04 11:15,生物制品,5550.71,-1.30%,13.76,16.08,-2.32,49,沃森生物,4.36%,20.82
2017-12-04 11:15,汽车零部件,3109.54,-1.30%,9.43,13.70,-4.27,103,猛狮科技,2.39%,18.45
2017-12-04 11:15,电子制造,5111.81,-1.31%,10.99,12.53,-1.54,47,信维通信,3.35%,58.65
2017-12-04 11:15,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:15,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:15,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:15,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:15,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:15,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:15,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:15,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:15,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:15,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:15,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:15,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:15,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:15,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:15,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:15,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:20,饮料制造,1989.62,1.49%,28.37,22.00,6.37,40,香飘飘,10.02%,24.71
2017-12-04 11:20,石油矿业开采,1861.39,1.22%,4.01,3.43,0.57,13,鄂尔多斯,4.21%,16.60
2017-12-04 11:20,机场航运,2113.41,1.13%,7.34,4.82,2.51,11,南方航空,4.54%,11.28
2017-12-04 11:20,港口航运,917.361,1.01%,6.18,4.51,1.67,28,中远海控,7.69%,6.86
2017-12-04 11:20,煤炭开采,1405.58,0.54%,13.75,14.48,-0.73,33,山煤国际,3.13%,4.94
2017-12-04 11:20,化工新材料,4049.59,0.45%,5.25,5.11,0.14,16,长海股份,2.20%,12.99
2017-12-04 11:20,基础化学,2496.94,0.45%,10.25,10.54,-0.29,45,广汇能源,7.11%,4.82
2017-12-04 11:20,钢铁,1541.34,0.42%,24.03,28.82,-4.79,32,安阳钢铁,4.47%,5.37
2017-12-04 11:20,养殖业,2781.85,0.30%,3.56,2.79,0.77,24,牧原股份,6.65%,50.20
2017-12-04 11:20,燃气水务,1614.56,0.16%,4.11,5.30,-1.19,36,百川能源,4.92%,14.49
2017-12-04 11:20,公路铁路运输,972.231,0.15%,2.60,3.22,-0.62,24,华北高速,7.53%,8.71
2017-12-04 11:20,保险及其他,2982.17,0.06%,34.11,26.61,7.50,25,中国太保,3.79%,42.41
2017-12-04 11:20,有色冶炼加工,1959.4,0.04%,38.25,38.82,-0.57,79,荣华实业,9.95%,6.19
2017-12-04 11:20,农产品加工,2767.99,0.02%,4.01,3.59,0.41,37,天马科技,3.86%,12.37
2017-12-04 11:20,医药商业,4847.28,-0.13%,1.70,2.44,-0.74,22,海虹控股,9.99%,27.42
2017-12-04 11:20,交运设备服务,1196.59,-0.13%,1.18,1.34,-0.16,11,中国中期,2.55%,15.28
2017-12-04 11:20,白色家电,3616.61,-0.23%,18.50,13.91,4.59,48,小天鹅A,5.17%,58.95
2017-12-04 11:20,电力,1071.96,-0.30%,3.67,4.94,-1.27,69,华能国际,2.05%,6.47
2017-12-04 11:20,银行,1092.12,-0.31%,22.34,21.57,0.76,50,平安银行,1.46%,13.19
2017-12-04 11:20,建筑材料,3991.69,-0.31%,20.48,22.46,-1.98,71,上峰水泥,3.72%,11.43
2017-12-04 11:20,零售,1567.4,-0.32%,8.57,8.60,-0.03,74,中央商场,4.08%,8.94
2017-12-04 11:20,园区开发,1929.05,-0.42%,0.74,1.35,-0.61,10,电子城,6.97%,11.21
2017-12-04 11:20,种植业与林业,2478.69,-0.44%,0.77,1.30,-0.53,20,神农基因,0.77%,3.92
2017-12-04 11:20,综合,1960.24,-0.45%,3.25,5.13,-1.88,28,亿利洁能,6.04%,6.32
2017-12-04 11:20,采掘服务,1199.29,-0.46%,2.01,3.63,-1.62,15,蓝焰控股,4.44%,17.65
2017-12-04 11:20,景点及旅游,2508.58,-0.47%,1.87,2.16,-0.29,23,西藏旅游,5.19%,20.46
2017-12-04 11:20,汽车整车,1586.61,-0.47%,4.47,7.74,-3.27,25,比亚迪,1.50%,64.30
2017-12-04 11:20,化工合成材料,3360.65,-0.54%,14.46,14.15,0.31,76,恒力股份,5.46%,11.78
2017-12-04 11:20,视听器材,2665.14,-0.58%,3.30,3.64,-0.34,13,TCL集团,1.93%,4.23
2017-12-04 11:20,纺织制造,2010.81,-0.60%,2.36,3.08,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:20,农业服务,7557.83,-0.64%,0.41,0.69,-0.28,9,瑞普生物,0.69%,11.62
2017-12-04 11:20,物流,4978.05,-0.65%,4.26,5.21,-0.95,32,恒基达鑫,3.85%,7.56
2017-12-04 11:20,化学制药,3659.32,-0.66%,17.62,18.88,-1.26,89,科伦药业,6.88%,24.70
2017-12-04 11:20,贸易,2810.18,-0.67%,2.74,4.20,-1.47,32,江苏舜天,1.93%,7.41
2017-12-04 11:20,房地产开发,2225.97,-0.68%,17.60,26.84,-9.24,129,京投发展,5.20%,6.07
2017-12-04 11:20,食品加工制造,3374.18,-0.73%,8.42,7.80,0.61,50,云南能投,9.98%,11.35
2017-12-04 11:20,公交,1241.11,-0.74%,0.12,0.21,-0.09,8,江西长运,0.12%,8.51
2017-12-04 11:20,证券,1299.26,-0.85%,15.59,27.99,-12.40,35,国盛金控,1.42%,22.82
2017-12-04 11:20,医疗器械服务,7490.39,-0.87%,5.04,7.56,-2.52,55,览海投资,6.42%,7.62
2017-12-04 11:20,电气设备,3445.05,-0.92%,20.74,25.36,-4.62,190,金风科技,5.58%,16.83
2017-12-04 11:20,中药,2946.96,-0.93%,6.37,7.86,-1.49,68,方盛制药,2.42%,11.45
2017-12-04 11:20,传媒,2860.47,-0.95%,13.16,18.04,-4.89,102,盛天网络,5.60%,19.23
2017-12-04 11:20,通信服务,2687.67,-0.99%,6.38,9.63,-3.26,42,中青宝,1.55%,15.68
2017-12-04 11:20,国防军工,1356.86,-1.00%,7.86,10.02,-2.16,40,北斗星通,4.19%,32.30
2017-12-04 11:20,计算机设备,2670.33,-1.04%,11.27,15.22,-3.95,47,大华股份,4.00%,25.48
2017-12-04 11:20,化学制品,3530.83,-1.06%,33.13,34.69,-1.57,187,润禾材料,10.01%,19.34
2017-12-04 11:20,服装家纺,2760.32,-1.10%,3.81,5.25,-1.44,52,三夫户外,4.22%,26.94
2017-12-04 11:20,通信设备,3458.63,-1.13%,30.04,32.74,-2.70,87,武汉凡谷,5.94%,14.08
2017-12-04 11:20,电子制造,5120.98,-1.13%,11.33,12.67,-1.34,47,立讯精密,3.84%,24.61
2017-12-04 11:20,汽车零部件,3114.09,-1.16%,9.72,13.86,-4.14,103,福耀玻璃,2.30%,27.10
2017-12-04 11:20,通用设备,3523.9,-1.30%,9.53,14.76,-5.23,149,红宇新材,3.62%,7.73
2017-12-04 11:20,专用设备,3575.17,-1.30%,11.69,18.28,-6.59,142,合力科技,44.02%,20.48
2017-12-04 11:20,建筑装饰,3919.8,-1.32%,12.74,18.88,-6.14,118,雅百特,5.70%,9.09
2017-12-04 11:20,汽车零部件,3108.93,-1.32%,9.26,13.52,-4.25,103,猛狮科技,2.27%,18.43
2017-12-04 11:20,家用轻工,3846.48,-1.39%,3.55,6.65,-3.10,69,好太太,10.04%,12.50
2017-12-04 11:20,非汽车交运,3173.8,-1.40%,2.81,4.97,-2.16,21,北方股份,1.64%,22.33
2017-12-04 11:20,计算机应用,7579.65,-1.44%,29.88,45.23,-15.35,157,中科创达,3.01%,35.55
2017-12-04 11:20,光学光电子,3210.43,-1.44%,46.54,39.25,7.28,59,京东方A,5.39%,5.67
2017-12-04 11:20,环保工程,4756.4,-1.64%,5.09,8.67,-3.58,37,中再资环,4.60%,7.27
2017-12-04 11:20,半导体及元件,3744.07,-1.65%,37.06,50.84,-13.78,71,奥士康,10.01%,48.13
2017-12-04 11:20,酒店及餐饮,1234.76,-1.69%,0.59,0.88,-0.29,10,岭南控股,0.17%,11.77
2017-12-04 11:20,造纸,1777,-1.71%,2.83,5.01,-2.18,21,冠豪高新,0.00%,4.72
2017-12-04 11:20,包装印刷,2697.78,-1.72%,1.53,3.08,-1.55,35,*ST中富,3.01%,4.11
2017-12-04 11:20,其他电子,4342.87,-1.82%,10.10,11.09,-0.99,46,洁美科技,3.51%,38.60
2017-12-04 11:20,仪器仪表,2952.02,-2.04%,1.04,2.17,-1.13,28,精测电子,1.34%,131.40
2017-12-04 11:20,新材料,4430.95,-2.15%,14.65,16.30,-1.65,34,方大炭素,2.20%,25.53
2017-12-04 11:25,饮料制造,1992.51,1.64%,30.52,23.09,7.43,40,香飘飘,10.02%,24.71
2017-12-04 11:25,机场航运,2117.63,1.33%,7.86,5.01,2.85,11,南方航空,4.17%,11.24
2017-12-04 11:25,石油矿业开采,1859.01,1.09%,4.27,3.57,0.71,13,鄂尔多斯,5.84%,16.86
2017-12-04 11:25,港口航运,917.856,1.07%,6.27,4.59,1.68,28,中远海控,7.85%,6.87
2017-12-04 11:25,化工新材料,4058.85,0.68%,5.89,5.28,0.61,16,长海股份,2.67%,13.05
2017-12-04 11:25,基础化学,2498.52,0.51%,10.69,10.85,-0.16,45,广汇能源,7.11%,4.82
2017-12-04 11:25,煤炭开采,1404.81,0.49%,14.05,14.92,-0.86,33,山煤国际,3.13%,4.94
2017-12-04 11:25,养殖业,2781.97,0.30%,3.82,2.94,0.87,24,牧原股份,6.05%,49.92
2017-12-04 11:25,钢铁,1539.43,0.29%,24.50,29.49,-4.99,32,安阳钢铁,4.28%,5.36
2017-12-04 11:25,燃气水务,1616.05,0.25%,4.25,5.36,-1.11,36,天壕环境,5.08%,6.62
2017-12-04 11:25,公路铁路运输,973.212,0.25%,2.69,3.27,-0.59,24,华北高速,8.15%,8.76
2017-12-04 11:25,保险及其他,2984.91,0.15%,35.66,27.61,8.05,25,中国太保,4.28%,42.61
2017-12-04 11:25,农产品加工,2770.44,0.11%,4.23,3.68,0.55,37,天马科技,4.28%,12.42
2017-12-04 11:25,有色冶炼加工,1959.77,0.06%,39.40,39.68,-0.28,79,荣华实业,9.95%,6.19
2017-12-04 11:25,医药商业,4850.95,-0.06%,1.78,2.50,-0.73,22,海虹控股,9.99%,27.42
2017-12-04 11:25,交运设备服务,1197.27,-0.07%,1.22,1.38,-0.16,11,中国中期,2.62%,15.29
2017-12-04 11:25,白色家电,3619.36,-0.16%,19.39,14.43,4.96,48,小天鹅A,4.82%,58.75
2017-12-04 11:25,建筑材料,3996.47,-0.19%,21.23,23.02,-1.79,71,上峰水泥,3.27%,11.38
2017-12-04 11:25,采掘服务,1201.93,-0.24%,2.07,3.68,-1.62,15,蓝焰控股,5.03%,17.75
2017-12-04 11:25,银行,1092.7,-0.25%,23.74,22.24,1.50,50,平安银行,2.00%,13.26
2017-12-04 11:25,电力,1072.31,-0.27%,3.91,5.07,-1.16,69,华能国际,1.89%,6.46
2017-12-04 11:25,零售,1568.21,-0.27%,9.07,8.80,0.27,74,中央商场,4.77%,9.00
2017-12-04 11:25,种植业与林业,2481.68,-0.32%,0.79,1.32,-0.52,20,神农基因,1.03%,3.93
2017-12-04 11:25,园区开发,1930.85,-0.32%,0.75,1.36,-0.61,10,电子城,7.06%,11.22
2017-12-04 11:25,化工合成材料,3365.22,-0.40%,15.19,14.57,0.63,76,恒力股份,6.36%,11.88
2017-12-04 11:25,汽车整车,1587.44,-0.42%,4.77,8.03,-3.26,25,比亚迪,1.53%,64.32
2017-12-04 11:25,综合,1960.47,-0.44%,3.37,5.28,-1.91,28,亿利洁能,6.04%,6.32
2017-12-04 11:25,景点及旅游,2508.69,-0.46%,1.95,2.21,-0.26,23,西藏旅游,4.94%,20.41
2017-12-04 11:25,视听器材,2668.21,-0.47%,3.38,3.75,-0.37,13,TCL集团,1.69%,4.22
2017-12-04 11:25,纺织制造,2012.21,-0.53%,2.43,3.14,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:25,贸易,2812.83,-0.58%,2.81,4.23,-1.42,32,江苏舜天,1.79%,7.40
2017-12-04 11:25,化学制药,3661.35,-0.60%,18.47,19.38,-0.91,89,科伦药业,7.31%,24.80
2017-12-04 11:25,物流,4980.08,-0.61%,4.36,5.31,-0.96,32,恒基达鑫,3.98%,7.57
2017-12-04 11:25,农业服务,7558.24,-0.63%,0.44,0.76,-0.32,9,瑞普生物,0.69%,11.62
2017-12-04 11:25,房地产开发,2227.03,-0.63%,18.23,27.50,-9.26,129,京投发展,6.07%,6.12
2017-12-04 11:25,食品加工制造,3377.26,-0.64%,8.85,8.22,0.63,50,云南能投,9.98%,11.35
2017-12-04 11:25,公交,1241.38,-0.72%,0.13,0.22,-0.09,8,江西长运,0.23%,8.52
2017-12-04 11:25,医疗器械服务,7498.39,-0.77%,5.28,7.69,-2.41,55,览海投资,6.42%,7.62
2017-12-04 11:25,中药,2950.71,-0.81%,6.78,8.04,-1.26,68,片仔癀,2.55%,63.49
2017-12-04 11:25,电气设备,3448.11,-0.83%,21.85,26.05,-4.20,190,正泰电器,5.93%,26.43
2017-12-04 11:25,证券,1298.98,-0.87%,16.26,28.79,-12.53,35,国盛金控,1.07%,22.74
2017-12-04 11:25,传媒,2861.57,-0.91%,13.58,18.41,-4.83,102,盛天网络,5.88%,19.28
2017-12-04 11:25,通信服务,2689.77,-0.91%,6.68,9.80,-3.12,42,中青宝,1.36%,15.65
2017-12-04 11:25,国防军工,1358,-0.92%,8.08,10.20,-2.13,40,北斗星通,4.29%,32.33
2017-12-04 11:25,计算机设备,2672.81,-0.95%,11.81,15.47,-3.66,47,大华股份,4.12%,25.51
2017-12-04 11:25,化学制品,3533.66,-0.98%,34.74,35.48,-0.74,187,润禾材料,10.01%,19.34
