时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2017-12-04 11:50,医疗器械服务,7498.63,-0.76%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 11:50,电气设备,3448.63,-0.82%,22.86,26.55,-3.69,190,金风科技,6.27%,16.94
2017-12-04 11:50,证券,1299.68,-0.82%,17.00,29.31,-12.31,35,国盛金控,0.98%,22.72
2017-12-04 11:50,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.87%,32.20
2017-12-04 11:50,通信服务,2691.59,-0.84%,7.65,10.05,-2.40,42,中青宝,1.88%,15.73
2017-12-04 11:50,传媒,2862.34,-0.88%,13.86,18.81,-4.96,102,恺英网络,5.65%,25.99
2017-12-04 11:50,计算机设备,2673.19,-0.94%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 11:50,化学制品,3534.61,-0.95%,35.49,36.07,-0.58,187,润禾材料,10.01%,19.34
2017-12-04 11:50,电子制造,5129.85,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 11:50,服装家纺,2762.16,-1.03%,4.24,5.37,-1.13,52,三夫户外,4.06%,26.90
2017-12-04 11:50,汽车零部件,3117.84,-1.04%,10.37,14.29,-3.92,103,福耀玻璃,2.23%,27.08
2017-12-04 11:50,通用设备,3533.09,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.75%,7.74
2017-12-04 11:50,通信设备,3459.99,-1.09%,31.96,34.04,-2.07,87,武汉凡谷,4.59%,13.90
2017-12-04 11:50,专用设备,3582.17,-1.11%,12.91,19.92,-7.01,142,合力科技,44.02%,20.48
2017-12-04 11:50,生物制品,5561.15,-1.12%,14.85,17.15,-2.30,49,长春高新,4.38%,173.99
2017-12-04 11:50,建筑装饰,3926.05,-1.16%,14.18,20.00,-5.81,118,雅百特,5.93%,9.11
2017-12-04 11:50,家用轻工,3854.42,-1.19%,4.02,7.10,-3.08,69,好太太,10.04%,12.50
2017-12-04 11:50,计算机应用,7598.87,-1.19%,32.62,47.43,-14.81,157,中科创达,4.09%,35.92
2017-12-04 11:50,光学光电子,3218.42,-1.20%,49.97,42.37,7.61,59,京东方A,5.39%,5.67
2017-12-04 11:50,非汽车交运,3178.01,-1.27%,3.07,5.35,-2.28,21,北方股份,1.32%,22.26
2017-12-04 11:50,酒店及餐饮,1238.81,-1.37%,0.72,0.93,-0.22,10,岭南控股,0.34%,11.79
2017-12-04 11:50,半导体及元件,3754.95,-1.40%,39.51,53.88,-14.36,71,奥士康,10.01%,48.13
2017-12-04 11:50,环保工程,4762.83,-1.50%,5.60,9.40,-3.80,37,中再资环,4.89%,7.29
2017-12-04 11:50,其他电子,4355.74,-1.53%,10.79,11.65,-0.86,46,洁美科技,4.05%,38.80
2017-12-04 11:50,造纸,1779.38,-1.57%,3.09,5.38,-2.29,21,华泰股份,0.15%,6.56
2017-12-04 11:50,包装印刷,2700.66,-1.61%,1.70,3.33,-1.63,35,*ST中富,3.26%,4.12
2017-12-04 11:50,仪器仪表,2957.22,-1.87%,1.17,2.40,-1.23,28,航天科技,0.76%,25.09
2017-12-04 11:50,新材料,4436.83,-2.02%,15.84,17.42,-1.59,34,方大炭素,2.84%,25.69
2017-12-04 11:55,饮料制造,1994.13,1.72%,31.36,23.71,7.65,40,香飘飘,10.02%,24.71
2017-12-04 11:55,机场航运,2117.32,1.32%,8.14,5.22,2.91,11,南方航空,3.98%,11.22
2017-12-04 11:55,石油矿业开采,1860.54,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 11:55,港口航运,917.916,1.07%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 11:55,化工新材料,4061.5,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 11:55,基础化学,2502.44,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 11:55,煤炭开采,1403.81,0.41%,14.29,15.42,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 11:55,养殖业,2783.7,0.36%,4.15,3.05,1.11,24,牧原股份,6.25%,50.01
2017-12-04 11:55,钢铁,1539.71,0.31%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 11:55,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 11:55,燃气水务,1616.06,0.25%,4.33,5.46,-1.12,36,天壕环境,5.56%,6.65
2017-12-04 11:55,农产品加工,2773.92,0.24%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 11:55,保险及其他,2987.04,0.22%,37.76,28.79,8.97,25,中国太保,4.21%,42.58
2017-12-04 11:55,有色冶炼加工,1960.02,0.07%,39.96,40.25,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 11:55,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 11:55,建筑材料,4002.83,-0.03%,22.11,23.46,-1.35,71,万年青,4.22%,12.60
2017-12-04 11:55,交运设备服务,1197.12,-0.09%,1.27,1.49,-0.23,11,中国中期,1.88%,15.18
2017-12-04 11:55,白色家电,3621.51,-0.10%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 11:55,银行,1093.75,-0.16%,24.80,22.75,2.06,50,平安银行,2.15%,13.28
2017-12-04 11:55,零售,1569.4,-0.19%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 11:55,采掘服务,1202.42,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,5.03%,17.75
2017-12-04 11:55,电力,1072.66,-0.24%,4.10,5.17,-1.07,69,华能国际,2.05%,6.47
2017-12-04 11:55,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,海南橡胶,0.87%,5.77
2017-12-04 11:55,综合,1962.89,-0.32%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 11:55,园区开发,1930.9,-0.32%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 11:55,汽车整车,1588.58,-0.35%,4.95,8.16,-3.21,25,比亚迪,1.66%,64.40
2017-12-04 11:55,视听器材,2671.3,-0.35%,3.48,3.85,-0.37,13,TCL集团,2.17%,4.24
2017-12-04 11:55,化工合成材料,3365.98,-0.38%,15.62,14.88,0.74,76,恒力股份,6.80%,11.93
2017-12-04 11:55,景点及旅游,2508.85,-0.46%,2.06,2.28,-0.23,23,西藏旅游,3.50%,20.13
2017-12-04 11:55,纺织制造,2013.12,-0.48%,2.49,3.21,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 11:55,物流,4984.2,-0.53%,4.51,5.38,-0.87,32,恒基达鑫,3.98%,7.57
2017-12-04 11:55,化学制药,3664.02,-0.53%,19.17,19.86,-0.69,89,金达威,7.46%,20.61
2017-12-04 11:55,农业服务,7565.43,-0.54%,0.47,0.78,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 11:55,食品加工制造,3379.69,-0.57%,9.45,8.42,1.03,50,云南能投,9.98%,11.35
2017-12-04 11:55,贸易,2812.63,-0.58%,2.90,4.28,-1.38,32,天海投资,1.85%,7.16
2017-12-04 11:55,房地产开发,2227.94,-0.59%,18.70,27.89,-9.19,129,京投发展,5.89%,6.11
2017-12-04 11:55,公交,1241.42,-0.72%,0.13,0.23,-0.10,8,江西长运,0.23%,8.52
2017-12-04 11:55,中药,2952.15,-0.76%,7.00,8.20,-1.19,68,片仔癀,2.42%,63.41
2017-12-04 11:55,医疗器械服务,7498.63,-0.76%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 11:55,电气设备,3448.63,-0.82%,22.86,26.55,-3.69,190,金风科技,6.27%,16.94
2017-12-04 11:55,证券,1299.68,-0.82%,17.00,29.31,-12.31,35,国盛金控,0.98%,22.72
2017-12-04 11:55,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.87%,32.20
2017-12-04 11:55,通信服务,2691.59,-0.84%,7.65,10.05,-2.40,42,中青宝,1.88%,15.73
2017-12-04 11:55,传媒,2862.34,-0.88%,13.86,18.81,-4.96,102,恺英网络,5.65%,25.99
2017-12-04 11:55,计算机设备,2673.19,-0.94%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 11:55,化学制品,3534.61,-0.95%,35.49,36.07,-0.58,187,润禾材料,10.01%,19.34
2017-12-04 11:55,电子制造,5129.85,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 11:55,服装家纺,2762.16,-1.03%,4.24,5.37,-1.13,52,三夫户外,4.06%,26.90
2017-12-04 11:55,通用设备,3533.09,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.75%,7.74
2017-12-04 11:55,汽车零部件,3117.84,-1.04%,10.37,14.29,-3.92,103,福耀玻璃,2.23%,27.08
2017-12-04 11:55,通信设备,3459.99,-1.09%,31.96,34.04,-2.07,87,武汉凡谷,4.59%,13.90
2017-12-04 11:55,专用设备,3582.17,-1.11%,12.91,19.92,-7.01,142,合力科技,44.02%,20.48
2017-12-04 11:55,生物制品,5561.15,-1.12%,14.85,17.15,-2.30,49,长春高新,4.38%,173.99
2017-12-04 11:55,建筑装饰,3926.05,-1.16%,14.18,20.00,-5.81,118,雅百特,5.93%,9.11
2017-12-04 11:55,家用轻工,3854.42,-1.19%,4.02,7.10,-3.08,69,好太太,10.04%,12.50
2017-12-04 11:55,计算机应用,7598.87,-1.19%,32.62,47.43,-14.81,157,中科创达,4.09%,35.92
2017-12-04 11:55,光学光电子,3218.42,-1.20%,49.97,42.37,7.61,59,京东方A,5.39%,5.67
2017-12-04 11:55,非汽车交运,3178.01,-1.27%,3.07,5.35,-2.28,21,北方股份,1.32%,22.26
2017-12-04 11:55,酒店及餐饮,1238.81,-1.37%,0.72,0.93,-0.22,10,岭南控股,0.34%,11.79
2017-12-04 11:55,半导体及元件,3754.95,-1.40%,39.51,53.88,-14.36,71,奥士康,10.01%,48.13
2017-12-04 11:55,环保工程,4762.83,-1.50%,5.60,9.40,-3.80,37,中再资环,4.89%,7.29
2017-12-04 11:55,其他电子,4355.74,-1.53%,10.79,11.65,-0.86,46,洁美科技,4.05%,38.80
2017-12-04 11:55,造纸,1779.38,-1.57%,3.09,5.38,-2.29,21,华泰股份,0.15%,6.56
2017-12-04 11:55,包装印刷,2700.66,-1.61%,1.70,3.33,-1.63,35,*ST中富,3.26%,4.12
2017-12-04 11:55,仪器仪表,2957.22,-1.87%,1.17,2.40,-1.23,28,航天科技,0.76%,25.09
2017-12-04 11:55,新材料,4436.83,-2.02%,15.84,17.42,-1.59,34,方大炭素,2.84%,25.69
2017-12-04 12:00,饮料制造,1994.13,1.72%,31.36,23.71,7.65,40,香飘飘,10.02%,24.71
2017-12-04 12:00,机场航运,2117.32,1.32%,8.14,5.22,2.91,11,南方航空,3.98%,11.22
2017-12-04 12:00,石油矿业开采,1860.54,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 12:00,港口航运,917.916,1.07%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 12:00,化工新材料,4061.5,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 12:00,基础化学,2502.44,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 12:00,煤炭开采,1403.81,0.41%,14.29,15.42,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 12:00,养殖业,2783.7,0.36%,4.15,3.05,1.11,24,牧原股份,6.25%,50.01
2017-12-04 12:00,钢铁,1539.71,0.31%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 12:00,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 12:00,燃气水务,1616.06,0.25%,4.33,5.46,-1.12,36,天壕环境,5.56%,6.65
2017-12-04 12:00,农产品加工,2773.92,0.24%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 12:00,保险及其他,2987.04,0.22%,37.76,28.79,8.97,25,中国太保,4.21%,42.58
2017-12-04 12:00,有色冶炼加工,1960.02,0.07%,39.96,40.25,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 12:00,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 12:00,建筑材料,4002.83,-0.03%,22.11,23.46,-1.35,71,万年青,4.22%,12.60
2017-12-04 12:00,交运设备服务,1197.12,-0.09%,1.27,1.49,-0.23,11,中国中期,1.88%,15.18
2017-12-04 12:00,白色家电,3621.51,-0.10%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 12:00,银行,1093.75,-0.16%,24.80,22.75,2.06,50,平安银行,2.15%,13.28
2017-12-04 12:00,零售,1569.4,-0.19%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 12:00,采掘服务,1202.42,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,5.03%,17.75
2017-12-04 12:00,电力,1072.66,-0.24%,4.10,5.17,-1.07,69,华能国际,2.05%,6.47
2017-12-04 12:00,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,海南橡胶,0.87%,5.77
2017-12-04 12:00,综合,1962.89,-0.32%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 12:00,园区开发,1930.9,-0.32%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 12:00,汽车整车,1588.58,-0.35%,4.95,8.16,-3.21,25,比亚迪,1.66%,64.40
2017-12-04 12:00,视听器材,2671.3,-0.35%,3.48,3.85,-0.37,13,TCL集团,2.17%,4.24
2017-12-04 12:00,化工合成材料,3365.98,-0.38%,15.62,14.88,0.74,76,恒力股份,6.80%,11.93
2017-12-04 12:00,景点及旅游,2508.85,-0.46%,2.06,2.28,-0.23,23,西藏旅游,3.50%,20.13
2017-12-04 12:00,纺织制造,2013.12,-0.48%,2.49,3.21,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 12:00,物流,4984.2,-0.53%,4.51,5.38,-0.87,32,恒基达鑫,3.98%,7.57
2017-12-04 12:00,化学制药,3664.02,-0.53%,19.17,19.86,-0.69,89,金达威,7.46%,20.61
2017-12-04 12:00,农业服务,7565.43,-0.54%,0.47,0.78,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 12:00,食品加工制造,3379.69,-0.57%,9.45,8.42,1.03,50,云南能投,9.98%,11.35
2017-12-04 12:00,贸易,2812.63,-0.58%,2.90,4.28,-1.38,32,天海投资,1.85%,7.16
2017-12-04 12:00,房地产开发,2227.94,-0.59%,18.70,27.89,-9.19,129,京投发展,5.89%,6.11
2017-12-04 12:00,公交,1241.42,-0.72%,0.13,0.23,-0.10,8,江西长运,0.23%,8.52
2017-12-04 12:00,中药,2952.15,-0.76%,7.00,8.20,-1.19,68,片仔癀,2.42%,63.41
2017-12-04 12:00,医疗器械服务,7498.63,-0.76%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 12:00,电气设备,3448.63,-0.82%,22.86,26.55,-3.69,190,金风科技,6.27%,16.94
2017-12-04 12:00,证券,1299.68,-0.82%,17.00,29.31,-12.31,35,国盛金控,0.98%,22.72
2017-12-04 12:00,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.87%,32.20
2017-12-04 12:00,通信服务,2691.59,-0.84%,7.65,10.05,-2.40,42,中青宝,1.88%,15.73
2017-12-04 12:00,传媒,2862.34,-0.88%,13.86,18.81,-4.96,102,恺英网络,5.65%,25.99
2017-12-04 12:00,计算机设备,2673.19,-0.94%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 12:00,化学制品,3534.61,-0.95%,35.49,36.07,-0.58,187,润禾材料,10.01%,19.34
2017-12-04 12:00,电子制造,5129.85,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 12:00,服装家纺,2762.16,-1.03%,4.24,5.37,-1.13,52,三夫户外,4.06%,26.90
2017-12-04 12:00,汽车零部件,3117.84,-1.04%,10.37,14.29,-3.92,103,福耀玻璃,2.23%,27.08
2017-12-04 12:00,通用设备,3533.09,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.75%,7.74
2017-12-04 12:00,通信设备,3459.99,-1.09%,31.96,34.04,-2.07,87,武汉凡谷,4.59%,13.90
2017-12-04 12:00,专用设备,3582.17,-1.11%,12.91,19.92,-7.01,142,合力科技,44.02%,20.48
2017-12-04 12:00,生物制品,5561.15,-1.12%,14.85,17.15,-2.30,49,长春高新,4.38%,173.99
2017-12-04 12:00,建筑装饰,3926.05,-1.16%,14.18,20.00,-5.81,118,雅百特,5.93%,9.11
2017-12-04 12:00,家用轻工,3854.42,-1.19%,4.02,7.10,-3.08,69,好太太,10.04%,12.50
2017-12-04 12:00,计算机应用,7598.87,-1.19%,32.62,47.43,-14.81,157,中科创达,4.09%,35.92
2017-12-04 12:00,光学光电子,3218.42,-1.20%,49.97,42.37,7.61,59,京东方A,5.39%,5.67
2017-12-04 12:00,非汽车交运,3178.01,-1.27%,3.07,5.35,-2.28,21,北方股份,1.32%,22.26
2017-12-04 12:00,酒店及餐饮,1238.81,-1.37%,0.72,0.93,-0.22,10,岭南控股,0.34%,11.79
2017-12-04 12:00,半导体及元件,3754.95,-1.40%,39.51,53.88,-14.36,71,奥士康,10.01%,48.13
2017-12-04 12:00,环保工程,4762.83,-1.50%,5.60,9.40,-3.80,37,中再资环,4.89%,7.29
2017-12-04 12:00,其他电子,4355.74,-1.53%,10.79,11.65,-0.86,46,洁美科技,4.05%,38.80
2017-12-04 12:00,造纸,1779.38,-1.57%,3.09,5.38,-2.29,21,华泰股份,0.15%,6.56
2017-12-04 12:00,包装印刷,2700.66,-1.61%,1.70,3.33,-1.63,35,*ST中富,3.26%,4.12
2017-12-04 12:00,仪器仪表,2957.22,-1.87%,1.17,2.40,-1.23,28,航天科技,0.76%,25.09
2017-12-04 12:00,新材料,4436.83,-2.02%,15.84,17.42,-1.59,34,方大炭素,2.84%,25.69
2017-12-04 13:00,饮料制造,1994.13,1.72%,31.36,23.71,7.65,40,香飘飘,10.02%,24.71
2017-12-04 13:00,机场航运,2117.32,1.32%,8.14,5.22,2.91,11,南方航空,3.98%,11.22
2017-12-04 13:00,石油矿业开采,1860.54,1.18%,4.34,3.60,0.73,13,鄂尔多斯,5.71%,16.84
2017-12-04 13:00,港口航运,917.916,1.07%,6.44,4.72,1.71,28,中远海控,8.32%,6.90
2017-12-04 13:00,化工新材料,4061.5,0.74%,6.18,5.38,0.80,16,长海股份,2.99%,13.09
2017-12-04 13:00,基础化学,2502.44,0.67%,11.15,11.06,0.10,45,广汇能源,6.89%,4.81
2017-12-04 13:00,煤炭开采,1403.81,0.41%,14.29,15.42,-1.13,33,山煤国际,3.13%,4.94
2017-12-04 13:00,养殖业,2783.7,0.36%,4.15,3.05,1.11,24,牧原股份,6.25%,50.01
2017-12-04 13:00,钢铁,1539.71,0.31%,24.92,29.90,-4.98,32,安阳钢铁,4.47%,5.37
2017-12-04 13:00,公路铁路运输,973.522,0.28%,2.75,3.31,-0.56,24,华北高速,8.03%,8.75
2017-12-04 13:00,燃气水务,1616.06,0.25%,4.33,5.46,-1.12,36,天壕环境,5.56%,6.65
2017-12-04 13:00,农产品加工,2773.92,0.24%,4.55,3.78,0.76,37,天马科技,4.28%,12.42
2017-12-04 13:00,保险及其他,2987.04,0.22%,37.76,28.79,8.97,25,中国太保,4.21%,42.58
2017-12-04 13:00,有色冶炼加工,1960.02,0.07%,39.96,40.25,-0.29,79,荣华实业,9.95%,6.19
2017-12-04 13:00,医药商业,4854.7,0.02%,1.87,2.57,-0.70,22,海虹控股,9.99%,27.42
2017-12-04 13:00,建筑材料,4002.83,-0.03%,22.11,23.46,-1.35,71,万年青,4.22%,12.60
2017-12-04 13:00,交运设备服务,1197.12,-0.09%,1.27,1.49,-0.23,11,中国中期,1.88%,15.18
2017-12-04 13:00,白色家电,3621.51,-0.10%,20.71,14.89,5.82,48,小天鹅A,5.23%,58.98
2017-12-04 13:00,银行,1093.75,-0.16%,24.80,22.75,2.06,50,平安银行,2.15%,13.28
2017-12-04 13:00,零售,1569.4,-0.19%,9.35,8.99,0.36,74,中央商场,5.12%,9.03
2017-12-04 13:00,采掘服务,1202.42,-0.20%,2.10,3.71,-1.61,15,蓝焰控股,5.03%,17.75
2017-12-04 13:00,电力,1072.66,-0.24%,4.10,5.17,-1.07,69,华能国际,2.05%,6.47
2017-12-04 13:00,种植业与林业,2482.4,-0.29%,0.83,1.33,-0.49,20,海南橡胶,0.87%,5.77
2017-12-04 13:00,综合,1962.89,-0.32%,3.48,5.34,-1.87,28,亿利洁能,6.04%,6.32
2017-12-04 13:00,园区开发,1930.9,-0.32%,0.77,1.38,-0.60,10,电子城,7.35%,11.25
2017-12-04 13:00,汽车整车,1588.58,-0.35%,4.95,8.16,-3.21,25,比亚迪,1.66%,64.40
2017-12-04 13:00,视听器材,2671.3,-0.35%,3.48,3.85,-0.37,13,TCL集团,2.17%,4.24
2017-12-04 13:00,化工合成材料,3365.98,-0.38%,15.62,14.88,0.74,76,恒力股份,6.80%,11.93
2017-12-04 13:00,景点及旅游,2508.85,-0.46%,2.06,2.28,-0.23,23,西藏旅游,3.50%,20.13
2017-12-04 13:00,纺织制造,2013.12,-0.48%,2.49,3.21,-0.72,42,*ST中绒,5.08%,3.52
2017-12-04 13:00,物流,4984.2,-0.53%,4.51,5.38,-0.87,32,恒基达鑫,3.98%,7.57
2017-12-04 13:00,化学制药,3664.02,-0.53%,19.17,19.86,-0.69,89,金达威,7.46%,20.61
2017-12-04 13:00,农业服务,7565.43,-0.54%,0.47,0.78,-0.31,9,瑞普生物,0.78%,11.63
2017-12-04 13:00,食品加工制造,3379.69,-0.57%,9.45,8.42,1.03,50,云南能投,9.98%,11.35
2017-12-04 13:00,贸易,2812.63,-0.58%,2.90,4.28,-1.38,32,天海投资,1.85%,7.16
2017-12-04 13:00,房地产开发,2227.94,-0.59%,18.70,27.89,-9.19,129,京投发展,5.89%,6.11
2017-12-04 13:00,公交,1241.42,-0.72%,0.13,0.23,-0.10,8,江西长运,0.23%,8.52
2017-12-04 13:00,中药,2952.15,-0.76%,7.00,8.20,-1.19,68,片仔癀,2.42%,63.41
2017-12-04 13:00,医疗器械服务,7498.63,-0.76%,5.38,7.83,-2.45,55,览海投资,6.70%,7.64
2017-12-04 13:00,电气设备,3448.63,-0.82%,22.86,26.55,-3.69,190,金风科技,6.27%,16.94
2017-12-04 13:00,证券,1299.68,-0.82%,17.00,29.31,-12.31,35,国盛金控,0.98%,22.72
2017-12-04 13:00,国防军工,1359.19,-0.83%,8.22,10.33,-2.12,40,北斗星通,3.87%,32.20
2017-12-04 13:00,通信服务,2691.59,-0.84%,7.65,10.05,-2.40,42,中青宝,1.88%,15.73
2017-12-04 13:00,传媒,2862.34,-0.88%,13.86,18.81,-4.96,102,恺英网络,5.65%,25.99
2017-12-04 13:00,计算机设备,2673.19,-0.94%,12.22,15.78,-3.56,47,大华股份,4.29%,25.55
2017-12-04 13:00,化学制品,3534.61,-0.95%,35.49,36.07,-0.58,187,润禾材料,10.01%,19.34
2017-12-04 13:00,电子制造,5129.85,-0.96%,12.20,13.30,-1.10,47,立讯精密,4.30%,24.72
2017-12-04 13:00,服装家纺,2762.16,-1.03%,4.24,5.37,-1.13,52,三夫户外,4.06%,26.90
2017-12-04 13:00,通用设备,3533.09,-1.04%,10.96,16.14,-5.17,149,红宇新材,3.75%,7.74
2017-12-04 13:00,汽车零部件,3117.84,-1.04%,10.37,14.29,-3.92,103,福耀玻璃,2.23%,27.08
2017-12-04 13:00,通信设备,3459.99,-1.09%,31.96,34.04,-2.07,87,武汉凡谷,4.59%,13.90
2017-12-04 13:00,专用设备,3582.17,-1.11%,12.91,19.92,-7.01,142,合力科技,44.02%,20.48
2017-12-04 13:00,生物制品,5561.15,-1.12%,14.85,17.15,-2.30,49,长春高新,4.38%,173.99
2017-12-04 13:00,建筑装饰,3926.05,-1.16%,14.18,20.00,-5.81,118,雅百特,5.93%,9.11
2017-12-04 13:00,家用轻工,3854.42,-1.19%,4.02,7.10,-3.08,69,好太太,10.04%,12.50
2017-12-04 13:00,计算机应用,7598.87,-1.19%,32.62,47.43,-14.81,157,中科创达,4.09%,35.92
2017-12-04 13:00,光学光电子,3218.42,-1.20%,49.97,42.37,7.61,59,京东方A,5.39%,5.67
2017-12-04 13:00,非汽车交运,3178.01,-1.27%,3.07,5.35,-2.28,21,北方股份,1.32%,22.26
2017-12-04 13:00,酒店及餐饮,1238.81,-1.37%,0.72,0.93,-0.22,10,岭南控股,0.34%,11.79
2017-12-04 13:00,半导体及元件,3754.95,-1.40%,39.51,53.88,-14.36,71,奥士康,10.01%,48.13
2017-12-04 13:00,环保工程,4762.83,-1.50%,5.60,9.40,-3.80,37,中再资环,4.89%,7.29
2017-12-04 13:00,其他电子,4355.74,-1.53%,10.79,11.65,-0.86,46,洁美科技,4.05%,38.80
2017-12-04 13:00,造纸,1779.38,-1.57%,3.09,5.38,-2.29,21,华泰股份,0.15%,6.56
2017-12-04 13:00,包装印刷,2700.66,-1.61%,1.70,3.33,-1.63,35,*ST中富,3.26%,4.12
2017-12-04 13:00,仪器仪表,2957.22,-1.87%,1.17,2.40,-1.23,28,航天科技,0.76%,25.09
2017-12-04 13:00,新材料,4436.83,-2.02%,15.84,17.42,-1.59,34,方大炭素,2.84%,25.69
2017-12-04 13:05,饮料制造,1994.48,1.74%,32.71,24.83,7.88,40,香飘飘,10.02%,24.71
2017-12-04 13:05,机场航运,2119.19,1.41%,8.48,5.39,3.10,11,南方航空,4.08%,11.24
2017-12-04 13:05,石油矿业开采,1860.11,1.15%,4.40,3.64,0.75,13,鄂尔多斯,5.84%,16.86
2017-12-04 13:05,港口航运,917.569,1.04%,6.52,4.83,1.69,28,中远海控,8.01%,6.88
2017-12-04 13:05,化工新材料,4060.54,0.72%,6.36,5.56,0.79,16,中国巨石,2.49%,13.99
2017-12-04 13:05,基础化学,2502.87,0.68%,11.56,11.31,0.25,45,广汇能源,6.67%,4.80
2017-12-04 13:05,煤炭开采,1403.88,0.42%,14.43,15.65,-1.22,33,山煤国际,3.34%,4.95
2017-12-04 13:05,养殖业,2781.79,0.30%,4.24,3.10,1.15,24,牧原股份,5.99%,49.89
2017-12-04 13:05,燃气水务,1616.66,0.29%,4.39,5.53,-1.14,36,百川能源,5.43%,14.57
2017-12-04 13:05,公路铁路运输,973.466,0.28%,2.93,3.41,-0.48,24,华北高速,8.39%,8.78
2017-12-04 13:05,钢铁,1538.31,0.22%,25.28,30.30,-5.02,32,安阳钢铁,4.09%,5.35
2017-12-04 13:05,农产品加工,2772.71,0.20%,4.65,3.86,0.79,37,天马科技,4.28%,12.42
2017-12-04 13:05,保险及其他,2985.48,0.17%,39.59,30.05,9.54,25,中国太保,3.77%,42.40
2017-12-04 13:05,医药商业,4857.07,0.07%,1.98,2.65,-0.67,22,海虹控股,9.99%,27.42
2017-12-04 13:05,有色冶炼加工,1959.88,0.06%,40.53,40.84,-0.32,79,荣华实业,9.95%,6.19
2017-12-04 13:05,交运设备服务,1197.36,-0.07%,1.29,1.54,-0.26,11,中国中期,1.54%,15.13
2017-12-04 13:05,白色家电,3622.53,-0.07%,21.67,15.40,6.27,48,小天鹅A,5.55%,59.16
2017-12-04 13:05,建筑材料,4000.77,-0.08%,22.59,23.86,-1.27,71,万年青,4.14%,12.59
2017-12-04 13:05,采掘服务,1202.99,-0.15%,2.12,3.73,-1.61,15,蓝焰控股,5.92%,17.90
